desc,gpt4
jo-1 extractable nuclear ab,0.05
phosphorylated tau proteins,0.85
p comment,0.0
cerebral angio-mri,0.2
mayo clinic result,0.0
l,0.0
i,0.0
neuro symptoms,0.25
candida albicans ab,0.0
clinical information,0.85
alpha-1 antitrypsin deficiency,0.05
cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,0.1
beta-amyloid (1-42) / phospho tau,0.85
donepezil / memantine,1.0
abilify,0.25
"mental disorder nec, due to brain damage and dysfunction, and physical condition",0.75
anxiety,0.25
ataxia telangiectasia,0.05
age patient (years),0.0
angelman syndrome,0.0
alpha-aminobutyric acid,0.05
alcohol abuse & dependence,0.1
enrollment in adult therapy,0.2
other signs and symptoms involving emotional state,0.25
consult / referral to behind-the-wheel evaluation,0.2
cognitive testing instrument,0.65
"difficulty related to an unhappy childhood, unspecified",0.05
consult / referral to psych,0.5
abnormal posture,0.25
contact with and (suspected) exposure to other potentially hazardous chemicals,0.05
tau proteins,0.85
tricyclic antidepressant screen,0.1
tension headache,0.05
consult / referral to speech language pathology,0.65
hypothermia/chills,0.05
tics and stuttering,0.05
clostridioides difficile,0.0
cv2 ab,0.0
renal failure,0.0
bundle branch block,0.05
heart failure with reduced ef [systolic or combined heart failure],0.05
other pulmonary inflamation or edema,0.0
voltage-gated calcium channel p/q type binding ab,0.1
voltage-gated calcium channel n type binding ab,0.1
abnormal serum enzyme levels,0.1
carboxymethylcellulose sodium,0.0
glucose,0.05
influenza virus b,0.0
thbr (group:thbr),0.0
dexmedetomidine,0.1
tubular cells,0.0
left bundle branch block,0.05
fracture of pelvis,0.05
influenza virus b ab,0.0
hypertensive heart and/or renal disease,0.05
fosfomycin,0.0
pulmonary insufficiency or respiratory failure following trauma and surgery,0.0
convulsions,0.1
other disorders of circulatory system,0.1
sepsis,0.0
acute posthemorrhagic anemia,0.0
clostridioides difficile toxin a+b,0.0
entacapone,0.1
primidone,0.05
rasagiline,0.1
pimavanserin,0.25
timolol,0.0
blindness and low vision,0.1
cleanser,0.0
sorbitol,0.05
petrolatum,0.0
sulfacetamide,0.0
contracture of joint,0.05
camphor / menthol,0.0
clopidogrel,0.05
abnormal movement,0.3
aspirin / dipyridamole,0.0
brimonidine,0.0
carbidopa / entacapone / levodopa,0.1
zinc oxide,0.0
pramoxine,0.0
hydrocortisone,0.05
pramipexole,0.1
subdural hemorrhage,0.1
citalopram,0.25
other heart block,0.0
propylene glycol,0.0
nivea,0.0
lactulose,0.1
selenium,0.0
vitamin e,0.25
lavender extract,0.1
levetiracetam,0.1
protein-calorie malnutrition,0.2
pemphigus and pemphigoid,0.0
glycerin/lemon,0.0
clotrimazole,0.0
glipizide,0.0
cardiac pacemaker/device in situ,0.0
tablet,0.0
ascorbic acid / cuprous oxide / lutein / vitamin e / zinc oxide,0.05
centrum_silver_tablet,0.0
beacon syr ch $1,0.0
turmeric extract,0.1
carteolol,0.0
comfort care kit packaging,0.1
urea nitrogen,0.05
fluid bun,0.05
flaxseed extract,0.1
no other household member able to render care,0.25
sentry senior tab,0.0
"osteoporosis, osteopenia and pathological fracture",0.05
diatrizoate,0.05
morphine5mg/0.25mloralsolconc,0.0
eyepledgetsolnw/vigamox0.5ml,0.0
thick it powd,0.0
daily_coumadin_reorder,0.0
eye_pledget_soln_w/vigamox_0.5ml,0.0
"vitamin b12 and folate,ser",0.2
pbs no,0.0
peripheral blood smear number,0.05
cupric oxide,0.05
emergency/stat fee,0.0
unspecified school as the place of occurrence of the external cause,0.0
b-12 1000 mcg tabs,0.1
niacinamide,0.1
life line alert,0.05
"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",0.0
ra one daily men 50+ 65ct,0.05
lidocaine1%/phenyleph1.5%1mlvial,0.0
ascorbic acid / cranberry preparation,0.0
infections specific to the perinatal period,0.0
ginkgo biloba extract,0.25
striking against or struck accidentally by other stationary object with subsequent fall,0.1
monospot @,0.0
magic_cream_60gm,0.0
ornithine,0.05
tolterodine_2_mg_tab,0.05
consult / referral to infusion coordinator,0.1
personal history of melanoma in-situ,0.0
atropine sulfate monohydrate   powd,0.0
iron carbonyl compounds,0.0
threonine,0.0
tryptophan,0.05
sarcosine,0.1
lysine,0.0
gamma aminobutyrate,0.1
homocystine,0.2
citrulline,0.05
glycine,0.05
serine,0.0
3-methylhistidine,0.05
histidine,0.05
alpha aminoadipate,0.05
anserine,0.0
valine,0.0
ethanolamine,0.0
arginine,0.05
asparagine,0.0
proline,0.0
hydroxylysine,0.0
cystathionine,0.05
1-methylhistidine,0.05
alanine,0.0
glutamine,0.1
hydroxyproline,0.05
cystine,0.0
beta alanine,0.05
carbidopa 25 mg / levodopa 100 mg oral tablet,0.1
epithelial cells,0.0
wbc,0.0
rbc,0.0
urine mucous,0.05
length of urine collection,0.05
"creatinine, urine",0.05
renal epithelial cells,0.0
urobilinogen,0.01
specific gravity,0.05
nitrite,0.0
leukocytes,0.05
bilirubin,0.0
blood,0.0
ketone,0.05
ph,0.0
urine appearance,0.0
"gastritis and duodenitis, nos",0.0
pain in limb,0.05
salicylate,0.05
barbiturate screen,0.05
thyroid stimulating hormone,0.05
dorzolamide 20 mg/ml ophthalmic solution,0.0
red blood cell disorders without mcc,0.05
benzodiazepine screen,0.1
admission weight (lbs.),0.0
simple pneumonia and pleurisy with mcc,0.0
divalproex sodium 250 mg delayed release oral tablet,0.1
calculus of bile duct,0.0
renal failure with mcc,0.05
500 ml sodium chloride 9 mg/ml injection,0.0
iron,0.0
post menopausal,0.1
pain in joint,0.05
"other vascular catheterization, not heart",0.0
12 hr timolol 5 mg/ml ophthalmic solution,0.0
symptoms involving digestive system,0.1
"albumin/creatinine, urine",0.05
blue top hold,0.0
potassium,0.0
creatinine,0.05
estimated gfr (mdrd equation),0.05
bicarbonate,0.0
metronidazole 500 mg oral tablet,0.0
sodium,0.0
heart failure and shock with mcc,0.0
vitamin b12 0.1 mg oral tablet,0.1
1000 ml sodium chloride 4.5 mg/ml injection,0.0
ethanol,0.05
chloride,0.0
protonix,0.0
cervicalgia,0.0
gastrointestinal hemorrhage with mcc,0.05
nitroglycerin,0.0
"adverse effect: anticoagulant antagonists, vitamin k, and other coagulants",0.05
"intracranial injury, unspecified, without open intracranial wound",0.1
"ear drops, for auricular instillation, 10 ml bottle",0.0
closed fracture of the upper end of the humerus,0.0
flumazenil,0.1
"cyproterone (androcur) 50 mg eg, tablets",0.0
"piribedil - trivastal, 20 mg tablet",0.1
lamotrigine,0.1
letrozole,0.0
clozapine,0.1
anastrozole,0.0
unspecified monoarthritis,0.0
"scopolamine, 0.5 mg/2 ml inj",0.2
concussion without open intracranial wound,0.05
"insulin humulin nph, cart",0.0
sexually transmitted infections (not hiv or hepatitis),0.0
calcium phosphate,0.0
anticoagulants causing adverse effects,0.05
interpretation,0.0
snf,0.1
insulin lispro,0.0
intracranial hemorrhage,0.1
occlusion and stenosis of precerebral arteries,0.1
anatomopathological examination of biopsy sample from mucosa of 2 anatomical structures,0.0
poisoning by agents primarily affecting blood constituents,0.0
base excess,0.05
other gastrointestinal diagnostic procedures,0.05
chronic venous insufficiency [cvi],0.0
nifedipine,0.05
type of anomaly,0.1
medical monitoring of intrahospital transport of a ventilated patient,0.0
urea,0.0
disorders of porphyrin metabolism,0.05
hemorrhagic disorder due to intrinsic circulating anticoagulants,0.05
angina pectoris,0.0
conclusion,0.0
amlodipine / atorvastatin,0.0
commentary,0.0
megaloblastic anemia,0.05
"hiv infection, symptomatic",0.0
amlodipine / olmesartan,0.0
other disorders of liver,0.0
three-dimensional rendering of images acquired by ct scanning,0.1
"diagnostic procedures on nose, mouth and pharynx",0.05
medical monitoring of intrahospital transport of a non-ventilated patient,0.05
amlodipine / benazepril,0.0
oxazepam,0.1
lactate,0.05
bicarbonates,0.0
carboxyhemoglobin,0.05
clevidipine,0.0
other diagnostic cardiovascular procedures,0.05
amlodipine / valsartan,0.0
24 hr nifedipine 30 mg extended release oral tablet,0.05
24 hr felodipine 2.5 mg extended release oral tablet,0.0
adalat,0.0
24 hr nifedipine 60 mg extended release oral tablet,0.05
nifedipine 10 mg oral capsule,0.0
nifediac,0.0
amlodipine 2.5 mg oral tablet,0.0
procardia xl,0.0
colposcopy completion supplement,0.0
nisoldipine,0.0
"caldine 4 mg, tablets",0.1
"nsfp nidrel 20 mg, tablet",0.2
"manidipine 20 mg (teva lab), tablets",0.0
"cilazapril 2.5 mg teva, tablets",0.0
norvasc,0.0
methemoglobin,0.05
isradipine,0.1
felodipine,0.0
partial pressure of oxygen,0.05
control or surveillance ultrasound of fetal or maternal pregnancy pathology during a singleton pregnancy,0.0
sample nature,0.0
macrobiopsy of the digestive tract wall during a diagnostic endoscopy,0.0
deoxyhemoglobin,0.05
beta 2 globulin/protein.total,0.05
"sperm retrieval from the testicle, epididymis, or vas deferens, by direct approach",0.0
lymphocytes,0.05
multiple cesarean delivery supplement,0.0
"imaging for interventional radiology or interventional cardiology procedure level 18, performed in an imaging room",0.0
ovulation induction with gonadotropins followed by artificial insemination or in vitro fertilization,0.0
supplement for performing a radiographic examination with digitized images,0.1
supplement for performing an electroencephalography act at home or in a facility without electroencephalographic equipment,0.1
subfascial subcutaneous injection of autologous adipose tissue in the face,0.0
supplement for the use of a recording and verification system of parameters,0.0
micturating study supplement during a urethrocystography,0.0
"imaging for interventional radiology or interventional cardiology procedure level 1, performed in an imaging room",0.0
"imaging for interventional radiology or interventional cardiology procedure level 8, performed in an imaging room",0.0
"first-line treatment of cases requiring technical procedures (intravenous infusion, oxygen administration, cardio-respiratory resuscitation care, etc.) and prolonged presence of the physician (outside of a healthcare facility) in the following situations: - respiratory distress; - cardiac distress; - allergic distress; - acute state of agitation; - status epilepticus; - traumatic distress.",0.1
supplement for the use of custom and focused caches,0.0
supplement for use of individual restraints,0.1
control or surveillance ultrasound of fetal or maternal pregnancy pathology during a multifetal pregnancy,0.0
supplement for imaging for interventional radiology procedure performed in the operating room,0.05
"imaging for interventional radiology or interventional cardiology procedure level 4, performed in an imaging room",0.0
collimator multileaf setup supplement,0.0
"imaging for interventional radiology or interventional cardiology procedure level 9, performed in an imaging room",0.0
"imaging for interventional radiology or interventional cardiology procedure level 2, performed in an imaging room",0.0
"imaging for interventional radiology or interventional cardiology procedure level 11, performed in an imaging room",0.0
"imaging for interventional radiology or interventional cardiology procedure level 3, performed in an imaging room",0.0
"imaging for interventional radiology or interventional cardiology procedure level 5, performed in an imaging room",0.0
"imaging for interventional radiology or interventional cardiology procedure level 22, performed in an imaging room",0.05
supplement for use of a pulsed dye laser for destruction of flat angioma on 100 cm² to 200 cm²,0.0
other therapeutic procedures,0.2
"imaging for interventional radiology or interventional cardiology procedure level 21, performed in an imaging room",0.0
supplement for electrocardiography performed at the patient's home,0.0
supplement for use of a pulsed dye laser for destruction of flat hemangioma on 60 cm² to 100 cm²,0.0
alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1,0.2
supplement for use of a pulsed dye laser for destruction of flat hemangioma over 700 cm² and more,0.0
supplement for intravascular injection of radiological contrast agent during lower limb bypass surgery,0.0
quantitative test for pharmacodynamic agents or allergen provocation test involving a measurement of the reactivity threshold,0.05
supplement for histopathological diagnosis of tumor lesions,0.0
"imaging for interventional radiology or interventional cardiology procedure level 13, performed in an imaging room",0.0
supplement for use of a pulsed dye laser for destruction of flat angioma on less than 30 cm²,0.0
supplement for use of a pulsed dye laser for destruction of flat angioma on 500 cm² to 700 cm²,0.0
hct vfr.df bldv,0.0
supplement for histopathological diagnosis of malignant tumor lesions,0.0
in vivo dosimetry supplement,0.0
hyperbaric oxygen therapy session,0.05
supplement for intraoperative harvesting of saphenous vein autograft,0.0
"single breath, rebreathing, or breath-hold carbon monoxide transfer measurement in the steady state",0.05
"imaging for interventional radiology or interventional cardiology procedure level 19, performed in an imaging room",0.0
radiological guidance,0.05
intraoperative intracarotid injection supplement of radiological contrast agent for arteriography,0.05
intraoperative blood salvage supplement,0.0
supplement for use of a pulsed dye laser for destruction of flat angioma on 350 cm² to 500 cm²,0.0
contrast media supplement for intrathecal injection,0.05
digital archiving supplement for a mammography or a ct or mri scan,0.0
supplement for use of a pulsed dye laser for destruction of flat angioma on 200 cm² to 350 cm²,0.0
ct-guided navigation,0.05
"imaging for interventional radiology or interventional cardiology procedure level 16, performed in an imaging room",0.0
supplement for oral and dental procedures for the care of patients with severe disabilities,0.1
intraoperative somatosensory evoked potential monitoring during spinal surgery,0.05
"microscopic examination (bacterial smear, culture, toxicology)",0.05
other physical therapy and rehabilitation,0.2
ascorbic acid / d-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12,0.1
"heparin, porcine",0.0
acetylcysteine,0.05
vitamin a,0.05
ascorbic acid / folic acid / iron carbonyl / vitamin b12,0.1
ascorbic acid,0.05
alpha tocopherol / ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / docusate / ferrous fumarate / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12 / zinc oxide,0.2
ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / cupric oxide / docusate / folic acid / iron carbonyl / magnesium oxide / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b12 / vitamin e / zinc oxide,0.1
ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12,0.1
bismuth subcitrate / metronidazole / tetracycline,0.0
mediastinal lymph node dissection supplement during pneumonectomy or lobectomy,0.0
ascorbic acid / ferrous fumarate / folic acid / vitamin b12,0.1
contrast agent injection supplement for multiple intervertebral discography,0.0
heparin,0.0
residual volume measurement supplement during standard spirometry,0.0
contrast media injection supplement for retrograde urethrocystography,0.0
ascorbic acid / beta carotene / cuprous oxide / lutein / sodium selenate / vitamin e / zinc oxide,0.1
potassium chloride,0.0
ascorbic acid / ferrous fumarate / folic acid / liver stomach concentrate / vitamin b12,0.1
ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine,0.1
ascorbic acid / beta carotene / cuprous oxide / vitamin e / zinc oxide,0.1
albumin/protein.total,0.05
nephrocaps,0.0
ancillary services,0.1
mediastinal lymph node dissection supplement during a mediastinal surgery act,0.0
magnesium sulfate,0.01
glucose / heparin,0.0
inosine,0.05
"imaging for interventional radiology or interventional cardiology procedure level 10, performed in an imaging room",0.0
ascorbic acid 35 mg/ml / cholecalciferol 0.01 mg/ml / vitamin a 0.45 mg/ml oral solution,0.05
"heparin sodium, porcine 1000 unt/ml injectable solution",0.0
"heparin sodium, porcine 10000 unt/ml injectable solution",0.0
radiography of the hemiskelet or the complete skeleton in adults,0.05
ascorbic acid / copper gluconate / docosahexaenoate / eicosapentaenoate / lutein / vitamin e / zeaxanthin / zinc oxide,0.2
ciprofloxacin,0.0
"supplement for intraoperative harvesting of saphenous vein autograft for femoropopliteal bypass, femorotibial bypass, or femoroperoneal bypass",0.0
supplement for suprapubic injection of contrast medium for cystography,0.0
biopsy of lesion of the perianal region and/or anal canal,0.0
catheterization and injection of radiological contrast agent into the lacrimal ducts supplement,0.0
obstetric unit monitoring of a child requiring incubator care or short-term treatment,0.0
neutrophils,0.05
supplement for intrauterine injection of radiological contrast agent or medicinal substance,0.0
performance of an electroencephalography during an endo-thoracic surgery or neurosurgery intervention,0.1
sodium acetate,0.0
leukocyte esterase,0.0
ascorbic acid / cranberry preparation / lactobacillus sporogenes,0.0
glucose test,0.1
contrast agent supplement for radiographic arthrography injection,0.0
"other diagnostic procedures (interview, evaluation, consultation)",0.25
25-hydroxyvitamin d3+25-hydroxyvitamin d2,0.05
anal wound suture without repair of the external anal sphincter muscle,0.0
vitamin b12 1000 mcg inj,0.1
"poisoning by other specified biological substances, undetermined intent - home",0.0
leukocyte clumps,0.05
bacterial agents resistant to one other specified antibiotic,0.0
foreign body left in organism - endoscopy,0.0
gouty arthropathy in sickle-cell disorders (d57-$),0.0
"phosphorylated tau, total tau, amyloid beta 42, cerebrospinal fluid",1.0
unspecified traumatic injury of an intra-abdominal organ with open wound into abdominal cavity,0.0
"sphincterotomy of the minor duodenal papilla [accessory papilla], by esophagogastroduodenoscopy",0.0
carbidopa,0.1
14-3-3 protein,0.25
al beta42 csf-mcnc,0.85
"destruction of skin lesion over 100 cm², with pulsed co2 laser",0.0
destruction of multiple skin lesions by contact cryoprobe [cryosurgery],0.0
"destruction of skin lesion over 20 cm² to 100 cm², with pulsed or scanned co2 laser, or with erbium yag laser",0.0
destruction of skin lesion by contact cryoprobe [cryosurgery],0.0
"destruction of skin lesion over 5 cm² to 20 cm², with pulsed or scanned co2 laser, or with erbium yag laser",0.0
session for destruction of 1 to 5 superficial skin lesions by electrocoagulation,0.0
carbamazepine,0.05
"session for the destruction of 11 to 50 superficial skin lesions by chemical agent or by contact cryotherapy, excluding the face",0.0
sulfate,0.0
time 1,0.0
"normal human ig [nsfp] - tegeline, 0.5 g/10 ml inj",0.0
time 3,0.0
"other forms of tuberculosis of respiratory system, without mention of bacteriological confirmation",0.0
session for the destruction of 6 or more superficial skin lesions by electrocoagulation,0.0
"session for the destruction of 51 or more superficial skin lesions, by chemical agent or by contact cryotherapy, excluding the face",0.0
"closed fracture of spine, level unspecified",0.0
destruction of 10 or more skin lesions with continuous co2 laser,0.0
"patent blue v sodium, 2.5% injection",0.01
"skin hair removal session on 50 cm² to 150 cm², with laser or with flash lamp",0.0
time 2,0.0
urinary red blood cell count,0.05
sodium chloride bax 0.9% pouch viaflex 1l,0.0
urinalysis red blood cell count,0.05
"water for injection (labo lavoisier), solution for injection preparation, bottle 250 ml",0.0
dermabrasion on areas other than the face,0.0
"acenocoumarol - sintrom, 4 mg quarter-scored tablet",0.0
red blood cell per high power field - urine (point of care),0.0
alcohol intoxication and exposure to alcohol - home,0.05
"destruction session of 1 to 10 superficial skin lesions by chemical agent or by contact cryotherapy, excluding the face",0.0
impaired skin site #4,0.05
"trientine 300 mg, capsule",0.0
cervical incompetence,0.0
iati interpretation,0.0
Liver kidney microsomal Ab,0.05
other same-level fall - school and public place,0.05
"skin lesion destruction session on 200 cm² to 350 cm², with vascular laser or with flash lamp",0.0
limbic encephalitis 1 immunoglobulin g,0.25
"clopidogrel, 75 mg tablet",0.05
"skin lesion destruction session over 700 cm², with vascular laser or with flash lamp",0.0
prolapse of vaginal vault after hysterectomy,0.0
acetylcholine receptor ganglionic neuronal ab,0.1
hyperemesis gravidarum,0.0
arterial embolism and thrombosis,0.05
observation for suspected mental and behavioral disorders,0.65
meningitis in other specified infectious and parasitic diseases classified elsewhere,0.05
psychotic disorder with manic symptoms in the foreground due to sedatives or hypnotics,0.1
"anti-ma1 antibody, right cerebrospinal fluid",0.2
total tau proteins,0.75
optic neuritis/neuropathy,0.05
csf immunofixation,0.1
alcohol intoxication and exposure - undetermined intent - home,0.05
dd elisa/ t,0.1
alcohol intoxication and exposure to alcohol (ethanol) - unspecified place,0.05
toxo csf,0.05
adverse drug events and drug allergies,0.1
"magnetic resonance imaging [mri] of the skull and its contents, with study of the viability of the cerebral parenchyma by diffusion and perfusion imaging",0.65
reagin ab,0.1
self-poisoning by other gases and vapors,0.0
polyphagia,0.1
encounter for screening examination for other mental health and behavioral disorders,0.25
amobarbital,0.1
other specified congenital anomalies of nervous system,0.1
poisoning by psychotropic agents,0.1
rhabdomyolysis,0.0
other findings (tox) (group:otfi),0.1
clonazepam,0.2
restless legs syndrome,0.05
"aripiprazole, 10 mg orodispersible tablet",0.25
facial weakness,0.2
perphenazine,0.2
essential tremor,0.1
other disorders of neurohypophysis,0.1
amifampridine,0.05
myoclonic epilepsy,0.05
reiter's disease,0.0
bourneville's disease,0.0
schmorl's nodes,0.0
friedreich ataxia,0.05
sullivan's test,0.05
raynaud's syndrome,0.0
chalazion excision,0.0
bournevil's syndrome,0.05
peyronie's disease,0.0
plecanatide,0.0
meniere's disease,0.05
ana hla already performed,0.0
althete's foot,0.0
prader-willi syndrome,0.0
adamts 13 antibody,0.05
cyfra 21-1,0.05
ankylosis of joint,0.0
behcet's syndrome,0.0
pl-7 ab,0.0
caspofungin,0.0
shwachman-diamond,0.0
von willebrand's profile,0.0
zika pcr urine,0.0
oxygen,0.0
po2 bldcoa,0.0
allen's test,0.0
lugol's solution,0.0
silver-russell syndrome,0.0
jo-1 antibody,0.05
dermatomycoses,0.0
schwannomatosis,0.0
lurasidone,0.2
pegaspargase,0.0
ewe's milk,0.0
amphotericin b,0.0
behcet's interpretation,0.0
peruvian balsam,0.0
Flounder IgE,0.0
jc virus dna,0.05
f308 sardine,0.0
urine color-iris method,0.0
sulfatide ab,0.1
heinz method 1,0.0
von willebrand's disease,0.0
bullous dermatoses,0.05
pl-12 ab,0.0
ulcerative colitis,0.0
ric phlebitis scale,0.0
igg 1 subclass,0.05
anti-dnase b,0.0
vaping-related illness,0.0
alkaline reserve sg,0.0
diaphragmatic paralysis,0.05
eflornithine,0.05
person feigning illness,0.0
west nile virus igg,0.0
fibrosis-4 index,0.05
paracetamol t0,0.0
rizatriptan,0.0
atazanavir picture,0.0
nefazodone,0.1
ganciclovir,0.05
elosulfase alfa,0.0
paracetamol t8,0.0
nephro-vite,0.0
cancer ag 19-9,0.0
blomia tropicalis,0.0
Gelatin IgE,0.0
mediterranean fever,0.0
external otitis due to fungi,0.0
ferritin dx,0.1
pea (pisum sativum) ige,0.0
axa hepstan activity,0.0
sapovirus pcr,0.0
astrovirus pcr,0.0
paracetamol t6,0.0
valacyclovir,0.01
beta-hcg interpretation,0.0
escherichia coli,0.0
irbesartan,0.0
amoxicillin c6,0.0
hypromellose,0.0
cyclosporin,0.01
dermatochalasis,0.0
varicella igm,0.0
famciclovir,0.0
kaposi's sarcoma,0.0
lymphoblastoid line,0.05
barrett's esophagus,0.0
methyl-1 histidine s,0.05
herpes simplex virus type 1,0.0
education learner,0.0
herpes simplex virus type 2,0.0
malignant neoplasm of bladder,0.0
malignant neoplasm of testis,0.0
end stage renal disease,0.05
benign neoplasm of eye,0.0
primary open angle glaucoma,0.05
gouty arthropathy,0.0
Malignant cells/100 cells,0.0
multiple sclerosis panel 2,0.0
prelim u/s,0.05
cancer of esophagus,0.0
severe protein-calorie malnutrition,0.2
uric acid - chemical pathology,0.05
hepatitis c virus ab,0.0
nortriptyline,0.2
multivitamins capsule,0.05
albumin excretion rate per minute,0.05
temperature-sensitive patient,0.1
ewing sarcoma (es),0.0
malignant neoplasm of uterus,0.0
polymyalgia rheumatica,0.0
contact irradiation for malignant disease,0.0
other or gastrointestinal therapeutic procedures,0.05
benign neoplasm of skin,0.0
=haloperidol,0.25
=isoproterenol,0.0
closed talus fracture,0.0
type of therapy,0.1
cervical radiculitis,0.0
haemophilus influenzae b ab,0.0
=pyridostigmine,0.1
inflammatory disease of breast,0.0
calcium-vitamin d,0.05
leaving home during childhood,0.0
meningococcal vaccine b,0.0
targeting cd138+ cells,0.1
cancer of oropharynx,0.0
alpha hydroxytriazolam,0.05
first degree av block,0.0
bone marrow or stem cell transplant,0.0
influenza virus b ag,0.0
family history of arthritis,0.0
postmenopausal atrophic vaginitis,0.0
pca 1 hour limit units,0.1
cancer of mouth,0.0
immunaid protein v1,0.0
psoriasis and related disorders,0.0
=physostigmine,0.85
=calciumchloride,0.0
or crystalloid intake,0.0
cancer-related anorexia syndrome,0.05
benign neoplasm of ovary,0.0
clinico-biological discussion,0.1
carcinoma in situ of skin,0.0
open wounds of extremities,0.0
follow-up visit,0.2
squamous cell carcinoma ag,0.0
other specified functional intestinal disorders,0.05
hepatitis d virus ab,0.0
liters per minute,0.0
prophylactic vaccinations and inoculations,0.0
other specified family circumstances,0.1
easivent            mis,0.0
anti factor viii c,0.0
sézary's disease,0.0
polyneuropathy in diabetes,0.05
arformoterol,0.0
computer science 4,0.0
secukinumab,0.0
cancer of prostate,0.0
dermatitis herpetiformis,0.0
screening for iron deficiency anemia,0.05
wax filters,0.0
methylin,0.05
amitriptyline,0.25
opiates and related narcotics causing adverse effects in therapeutic use,0.1
ortho-cyclen 28 tablet,0.0
aspirin 81 mg delayed release oral tablet,0.0
other or procedures on vessels of head and neck,0.1
modafinil,0.1
tafamidis,0.1
methylphenidate hydrochloride 5 mg oral tablet,0.1
cardiomyopathy in metabolic diseases,0.05
aspirin 325 mg delayed release oral tablet,0.0
altered mental status  ncp - goal,0.65
natalizumab ab,0.1
polyneuropathy in other endocrine and metabolic diseases,0.1
myalgia and myositis unspecified,0.05
renacidin soln,0.0
nt vitamin d3 2000iu softge,0.05
aspirin / calcium carbonate,0.0
cryoprecipitate,0.0
armodafinil,0.1
"amlodipine+valsartan 10 mg+160 mg (accord lab), tablet",0.0
"perindopril arginine+amlodipine 10 mg+10 mg (coveram), sugar-coated tablet dpd lt",0.0
aspirin 300 mg rectal suppository,0.0
"racecadotril - tiorfan, 30 mg sachet (child)",0.0
aspirin / oxycodone hydrochloride / oxycodone terephthalate,0.0
"tafamidis 61 mg (vyndamax), caps",0.0
amlexanox,0.0
altered respiratory status ncp - goal,0.1
routine infant or child health check,0.0
accidents occurring in unspecified place,0.0
zolpidem,0.1
"enalapril+lercanidipine 20 mg+10 mg (teva lab), tablets",0.0
sheath type,0.0
dexchlorpheniramine,0.05
other congenital myopathy,0.0
"atorvastatin, 10 mg tablet",0.0
b-d # syr/ndl 1ml 29gx1/2 sg,0.0
Methadone.long acting metabolite,0.05
impella catheter site,0.0
cells.cd19/100 cells,0.0
oxcarbazepine (trileptal),0.1
atomoxetine,0.05
"lercanidipine, 20 mg film-coated tablet",0.0
palliative care ncp - plan revised,0.65
"cytology, pap smear thin prep",0.0
"compression, crushing, jamming with objects - collective establishment",0.0
virus identified,0.0
xr exam chest 2 views,0.0
pala154thr,0.0
"dressing,interdry ag",0.05
vitamin d 25-hydroxyvitamin d2,0.1
testing laboratory,0.1
unspecified staphylococcal infection of newborn,0.0
phenobarbital 130 mg/ml injectable solution,0.0
cd45ra+cd3 mm,0.0
"diagnostic and therapeutic management at the same time of a traumatic bone-joint, musculotendinous, or soft tissue lesion",0.0
sarcopenia,0.2
alveolar-arterial oxygen gradient,0.05
epinephrine 4µm,0.0
ova and parasites identified,0.0
personal history of abnormal sleep-wake cycle,0.25
gi ph,0.0
"control scintigraphy and/or tomographic scintigraphy with quantification, after administration of therapeutic radiopharmaceutical agent",0.25
initial urinary ph,0.05
"therapeutic injection of pharmacologic agent into a joint or bursa of the upper extremity, percutaneous approach without guidance",0.0
"reconstruction of the cruciate part of the digital fibrous sheath [flexor tendon muscle pulley of the fingers] by autograft on a ray of the hand, by direct approach",0.0
glucose 2h pp,0.05
actin smooth muscle igg,0.05
ca / creatinine ratio urine test 2,0.0
enteric/lba pcr,0.0
absolute single value,0.0
calculated o2 saturation,0.05
thiopurine metabolite 6mp,0.0
glutamic acid urine,0.1
narcotic and psychodysleptic intoxication nos - street or road,0.05
"oligoclonal bands (igg), csf",0.1
spontaneous ecchymoses,0.05
herpes simplex virus 1+2 dna,0.0
avulsion of 3 impacted roots,0.0
"calcium heparin (generic calciparine), 7,500 iu/0.3 ml injection",0.0
Ethylmalonate/Creatinine,0.05
3-hydroxybutyrylcarnitine (c4-oh),0.1
guaifenesin,0.0
iliac thromboendarterectomy by laparotomy,0.0
n-terminal pro b-type natriuretic peptide,0.05
centromere ab,0.05
supervised learning,0.0
"assault by knife, initial encounter",0.0
amitriptyline hydrochloride 25 mg oral tablet,0.25
"inferior vena cava venography [inferior cavography], by transcutaneous venous route",0.0
vancomycin,0.0
"t(9;22)(abl1,bcr)/control bld/t-lnrto",0.0
toxoplasma gondii dna,0.0
"resection of an abdominoscrotal hydrocele, by laparotomy or by inguinal approach",0.0
