desc,gpt4
stomatitis and mucositis (ulcerative),0.2
congenital anomalies of genital organs,0.0
dexamethasone,0.75
enalapril,0.0
drugs identified,0.0
corticotropin,0.75
cyclophosphamide,0.75
malignant neoplasm of testis,0.0
enalaprilat,0.0
interferon gamma-1b,0.2
deficiency anemias,0.2
missed abortion/hydatidiform mole,0.0
cyclosporine+metabolites,0.75
cortisol,0.2
colesevelam,0.0
hyperlipidemia,0.1
interferon alfa-2b,0.25
aloe vera preparation,0.1
interferon alfacon-1,0.5
disorders of lipoid metabolism,0.1
cortisol free,0.2
erythromycin,0.0
ceftriaxone,0.0
disturbances of amino-acid transport,0.1
peginterferon alfa-2b,0.1
charcoal,0.0
sulfamethoxazole,0.1
calcipotriene,0.1
acitretin,0.2
fluocinolone,0.5
fluocinonide,0.5
desonide,0.1
clobetasol,0.25
decompression peripheral nerve,0.2
meloxicam,0.75
partial excision bone,0.4
pregabalin,0.5
hypertension,0.1
escitalopram,0.0
fluticasone,0.1
sumatriptan,0.0
hylan g-f 20,0.75
amitriptyline,0.2
mupirocin,0.0
tazarotene,0.2
ciprofloxacin,0.0
cephalexin,0.0
type 2 diabetes,0.1
streptomycin,0.1
peginterferon alfa-2a,0.1
coenzyme q10,0.1
pentamidine isethionate,0.0
carisoprodol,0.1
oxygen,0.1
rotator cuff (capsule) sprain,0.1
other sprains and strains,0.1
diagnostic physical therapy,0.5
other therapeutic procedures on muscles and tendons,0.3
chlorzoxazone,0.0
hypersensitivity angiitis,0.2
mesalamine,0.1
polyarteritis nodosa,0.1
muscle/tendon sprain,0.1
anthralin,0.5
balsalazide,0.0
mercaptopurine,0.75
hypothyroidism,0.1
loteprednol etabonate,0.25
candidiasis,0.0
hemorrhage nos,0.1
other perinatal conditions of fetus or newborn,0.0
obstetrical/birth trauma,0.0
chromosomal anomalies,0.1
other complications of pregnancy nec,0.0
chromosomal anomalies and genetic disorders,0.2
other specified disorders involving the immune mechanism,0.5
herpes simplex,0.0
congenital hip dysplasia and deformity,0.1
congenital anomalies of peripheral vascular system,0.0
other symptoms,0.2
facial nerve disorders [cn7],0.1
neural tube defects,0.0
other benign neoplasm of connective and other soft tissue,0.1
benign neoplasm of bone and articular cartilage,0.1
neoplasm of uncertain behavior,0.1
"swelling, mass, or lump in head and neck [space-occupying lesion, intracranial nos]",0.1
abnormal involuntary movements,0.2
other nutritional deficiency,0.1
toxic effect of other metals,0.1
herpes zoster,0.1
complications of transplants and reattached limbs,0.1
pallor and flushing,0.1
gonococcal infections,0.1
leukoplakia of oral mucosa,0.1
lipoma of skin and subcutaneous tissue,0.0
superficial cellulitis and abscess,0.1
dysmetabolic syndrome x,0.2
albiglutide,0.0
ibutilide,0.0
west nile virus serum comment,0.0
oritavancin,0.0
neutrophil ab,0.2
glycerin / petrolatum / phenylephrine / pramoxine,0.0
"deoxyribonucleic acid antibody (double stranded) crithidia, titer",0.75
appearance,0.0
naloxone / pentazocine,0.0
"valproic acid, free and total",0.0
acetaminophen / dichloralphenazone / isometheptene,0.1
superficial injury without mention of infection,0.0
coccidioidomycosis,0.0
open wound of neck,0.0
functional digestive disorders,0.1
polymyxin b,0.0
intestinal infection,0.1
blastomycotic infection,0.0
intestinal helminthiases,0.0
other ill-defined and unknown causes of morbidity and mortality,0.1
clozapine,0.0
corneal transplant,0.1
computerized axial tomography (ct) scan head,0.1
tricyclic antidepressants,0.25
digoxin,0.0
"oophorectomy, unilateral and bilateral",0.0
other diagnostic procedures on musculoskeletal system,0.5
parathyrin.intact,0.1
methylmalonate,0.0
other diagnostic procedures on skin and subcutaneous tissue,0.1
macrophages/100 leukocytes,0.2
"other therapeutic procedures on eyelids, conjunctiva, cornea",0.1
colorectal resection,0.0
endoscopy and endoscopic biopsy of the urinary tract,0.0
other or procedures on vessels other than head and neck,0.1
insertion of catheter or spinal stimulator and injection into spinal canal,0.1
coronary artery bypass graft (cabg),0.1
"other or therapeutic procedures on nose, mouth and pharynx",0.1
erythropoietin,0.1
lithium,0.1
benzoylecgonine,0.0
paroxetine,0.1
barbiturates,0.0
carcinoembryonic ag,0.1
temazepam,0.0
spermatozoa,0.0
oxymorphone,0.1
ct scan abdomen,0.1
norfentanyl,0.0
glaucoma procedures,0.1
collection time,0.0
lower gastrointestinal x-ray,0.1
hemorrhoid procedures,0.0
"upper gastrointestinal endoscopy, biopsy",0.1
"excision, lysis peritoneal adhesions",0.1
"aortic resection, replacement or anastomosis",0.1
peripheral vascular bypass,0.1
tracheoscopy and laryngoscopy with biopsy,0.0
tonsillectomy and/or adenoidectomy,0.0
"laminectomy, excision intervertebral disc",0.1
lens and cataract procedures,0.2
"division of joint capsule, ligament or cartilage",0.6
"diagnostic procedures on nose, mouth and pharynx",0.1
plastic procedures on nose,0.0
other therapeutic ear procedures,0.0
other or therapeutic procedures of urinary tract,0.0
sodium,0.1
pathologist review,0.1
albumin/creatinine,0.1
magnetic resonance imaging,0.5
codeine,0.2
incision and excision of cns,0.05
trichomonas vaginalis,0.0
nuclear ab pattern,0.75
mastectomy,0.0
acetaminophen,0.25
prophylactic vaccinations and inoculations,0.1
methadone,0.1
protein fractions,0.2
skin graft,0.1
hydrocodone,0.25
neuronal nuclear ab,0.1
fentanyl,0.25
diagnostic procedures on eye,0.1
tacrolimus,0.5
6-monoacetylmorphine,0.0
oxycodone,0.25
electroencephalogram (eeg),0.1
propoxyphene,0.1
biopsy of liver,0.1
inguinal and femoral hernia repair,0.0
appendectomy,0.0
other hernia repair,0.0
"gastrostomy, temporary and permanent",0.1
arthroplasty knee,0.75
"medications (injections, infusions and other forms)",0.5
"hip replacement, total and partial",0.75
other extraocular muscle and orbit therapeutic procedures,0.1
clonazepam,0.0
microscopic observation,0.1
chronic inflammatory pelvic disease,0.1
aspirin / calcium carbonate,0.25
vitamin a deficiency,0.1
conduct disorders,0.0
colistin / hydrocortisone / neomycin / thonzonium,0.0
sulfacetamide,0.1
fetal distress and abnormal forces of labor,0.0
candidiasis of skin and nails,0.1
other disorders of peritoneum,0.0
adrenogenital disorders,0.0
injury to blood vessels,0.1
disorders of bilirubin excretion,0.0
bronchopneumonia and lung abscess,0.1
sensorineural hearing loss,0.1
elevated white blood cell count,0.25
subjective visual disturbances,0.2
congenital anomalies of abdominal wall; diaphram,0.0
chronic periodontitis,0.2
precocious sexual development and puberty nec,0.0
bone cancer,0.1
other disorders of male genital organs,0.0
benzocaine,0.0
cetirizine,0.0
albumin,0.1
mitogen stimulated gamma interferon,0.5
gram negative septicemia,0.1
thyroglobulin ab,0.1
bacteria identified,0.1
triacylglycerol lipase,0.1
benzodiazepines,0.1
tetrahydrocannabinol,0.2
"incision and drainage, skin and subcutaneous tissue",0.1
lactate,0.1
activated protein c resistance,0.1
suture of skin and subcutaneous tissue,0.1
"insertion, replacement, or removal of extracranial ventricular shunt",0.0
everolimus,0.2
"diagnostic procedures, male genital",0.0
voriconazole,0.0
alternaria alternata ige,0.1
deprecated heparin plas-mcnc,0.0
gentamicin,0.0
other symptoms involving abdomen and pelvis,0.1
"conjunctivitis, infectious",0.1
disorders of adrenal glands,0.1
glossitis,0.1
cystic kidney disease,0.1
rhabdomyolysis,0.0
migraine,0.1
diseases of spleen,0.1
nervous system congenital anomalies,0.0
noninfectious gastroenteritis,0.1
cancer of brain,0.0
neurofibromatosis,0.0
doxycycline,0.25
epinephrine,0.0
other deficiencies of circulating enzymes,0.1
benign neoplasm of respiratory and intrathoracic organs,0.0
infectious mononucleosis,0.1
other endocrine disorders,0.1
cellulitis and abscess of face/neck,0.1
histoplasmosis,0.0
sirolimus,0.1
busulfan,0.1
acute febrile mucocutaneous lymph node syndrome (kawasaki disease),0.1
temsirolimus,0.1
thrombotic microangiopathy,0.1
takayasu's disease,0.2
infection/inflammation of internal prosthetic device; implant; and graft,0.2
autoimmune disease nec,0.75
coal tar / salicylic acid,0.1
belatacept,0.75
belimumab,0.75
graft-versus-host disease,0.1
fingolimod,0.75
primaquine,0.0
daclizumab,0.5
allergic purpura,0.1
bupivacaine / epinephrine,0.1
toxic effect of venom,0.0
carbuncle and furuncle,0.0
keratitis,0.2
pneumonia,0.1
inflammation of eyelids,0.2
bronchiectasis,0.1
"hiv infection, symptomatic",0.0
peritonitis and retroperitoneal infections,0.0
other complications of the puerperium nec,0.0
acute upper respiratory infections of multiple or unspecified sites,0.1
miscarriage; stillbirth,0.0
hemorrhage or hematoma complicating a procedure,0.1
protozoan infection,0.0
substance addiction and disorders,0.0
chronic tonsillitis and adenoiditis,0.0
viral warts & hpv,0.0
"cardiac complications, not elsewhere classified",0.2
corneal dystrophy,0.1
cataract,0.2
disorders of the globe,0.1
ophthalmologic and otologic diagnosis and treatment,0.2
corneal opacity,0.2
glaucoma,0.1
inflammation of the eye,0.5
senile cataract,0.1
corneal degenerations,0.2
dry eyes,0.5
disorders of vitreous body,0.1
dexamethasone / tobramycin,0.25
aphakia and other disorders of lens,0.0
open-angle glaucoma,0.1
"chorioretinal inflammations, scars, and other disorders of choroid",0.2
pain and other symptoms associated with female genital organs,0.0
myopia,0.0
hirsutism,0.1
alcohol-related disorders,0.0
certain early complications of trauma or procedure,0.1
other disorders of ear,0.0
open wound or laceration of eye or eyelid,0.0
hypertrophy of female genital organs,0.0
cervicitis and endocervicitis,0.0
open wound of genital organs,0.0
personality disorders,0.0
other mental disorder,0.1
noninflammatory female genital disorders,0.0
sepsis,0.0
late effect,0.1
acute tonsillitis,0.0
methicillin sensitive staphylococcus aureus,0.1
gram positive septicemia,0.1
crushing or internal injury to organs,0.0
hearing loss,0.1
"allergies, other",0.1
dermatomycoses,0.1
acquired acanthosis nigricans,0.1
hypothermia/chills,0.1
adverse drug events and drug allergies,0.2
dapsone,0.5
functional disorders of bladder,0.1
testicular hypofunction,0.0
septic shock,0.1
myeloproliferative disease,0.1
cefazolin,0.0
decubitus ulcer,0.1
postoperative infection,0.1
urinary tract infection,0.0
dantrolene,0.1
other dyspnea,0.2
chronic ulcer of leg or foot,0.1
disturbance of salivary secretion,0.3
other symptoms referable to back,0.2
heart transplant/surgery,0.1
colchicine,0.5
"varicose veins of lower extremity, symptomtic",0.0
althete's foot,0.0
ingrowing nail,0.1
dermatophytosis,0.1
pilocarpine,0.1
west nile virus polymerase chain reaction comment,0.0
coxiella burnetii phase 2 igm,0.0
coxiella burnetii phase 1 igm,0.0
cancer chemotherapy,0.1
igg,0.3
complement c4,0.4
complement c3,0.3
igm,0.3
gamma glutamyl transferase,0.1
hematology studies,0.2
lymphocytes,0.25
segmented neutrophils,0.2
neutrophils,0.2
monocytes/100 leukocytes,0.2
neutrophils.band form/100 leukocytes,0.1
neutrophils.segmented/100 leukocytes,0.1
basophils/100 leukocytes,0.1
eosinophils,0.1
aspartate aminotransferase,0.2
lymphocytes.variant/100 leukocytes,0.2
alanine aminotransferase,0.1
diphenhydramine,0.1
valacyclovir,0.1
chronic inflammatory disorders of orbit,0.25
hydrocortisone,0.75
alpha 1 globulin,0.1
opiates,0.1
monocytes,0.25
neoplasm of unspecified nature of digestive system,0.0
"immunoglobulins, intravenous",0.75
lidocaine,0.2
circumscribed scleroderma,0.2
pentafluoropropane-tetrafluoroethane topical,0.1
serology studies,0.75
cell counts+differential studies,0.25
protein,0.0
hemoglobin,0.2
hematocrit,0.2
lysozyme,0.1
cryoglobulin,0.5
beta globulin,0.1
cancer of larynx,0.0
alpha 2 globulin,0.2
gamma globulin,0.5
dopamine,0.0
dicloxacillin,0.1
borrelia burgdorferi ab,0.2
muscular dystrophies and other myopathies,0.0
protein/creatinine,0.1
iga.kappa,0.1
erythrocyte morphology finding,0.1
ubidecarenone,0.0
ketones,0.1
blood smear finding,0.2
lmw heparin,0.1
hemoglobin.gastrointestinal.lower,0.1
hemoglobin.gastrointestinal,0.1
giant platelets,0.1
platelet ab,0.1
platelets large,0.1
platelets agranular,0.1
insulin isophane,0.0
leukocyte esterase,0.1
platelets given,0.1
25-hydroxyvitamin d3+25-hydroxyvitamin d2,0.2
igg subclass 4,0.2
free hemoglobin,0.1
erythrocytes.nucleated/100 leukocytes,0.1
solitary pulmonary nodule,0.1
nucleated erythrocytes,0.1
nonspecific chest pain,0.1
other unspecified back disorders,0.1
arthralgia/ankylosis of temporomandibular joint,0.75
"cellulitis and abscess of leg, except foot",0.1
canakinumab,0.75
vitamin b-complex deficiencies,0.1
non-hodgkins lymphoma,0.2
congenital anomalies of the eye,0.0
other hereditary hemolytic anemias,0.1
deoxyhemoglobin/hemoglobin.total,0.1
urobilinogen,0.0
methemoglobin/hemoglobin.total,0.0
carbon dioxide,0.0
reticulocytes,0.1
other abnormal blood chemistry,0.2
phlebitis and thrombophlebitis,0.1
inflammatory conditions of jaw,0.3
"cellulitis and abscess of foot, toe",0.1
cellulitis and abscess of arm/hand,0.1
sialoadenitis,0.2
pyoderma,0.2
hepatitis nos,0.0
other disorders of circulatory system,0.1
arrhythmia (cardiac) nos,0.0
diarrhea,0.1
cough,0.1
pain,0.5
other symptoms/disorders or the urinary system,0.1
sleep disorders,0.2
anorexia,0.1
symptoms involving head and neck,0.2
hypoglycemia,0.0
dexamethasone / neomycin / polymyxin b,0.5
nephritis and nephropathy with pathological lesion,0.2
chloramphenicol,0.0
hypotension,0.1
tachycardia nos,0.1
other symptoms involving urinary system,0.1
epinephrine / lidocaine,0.0
striated muscle ab,0.0
inflammatory diseases of female pelvic organs,0.1
"bd posiflush sf with bpc, 0.9% injectable solution",0.0
ledipasvir,0.0
iopromide 370 mg in 1 ml intra-arterial injection [ultravist],0.0
gefitinib,0.0
tolazamide,0.0
iopromide 240mgi/ml inj,0.0
"cysto-conray, 43% injectable solution",0.0
alglucosidase alfa,0.0
amyloid beta 42,0.1
pulmocare,0.0
"pouch,ostomy",0.1
dermatochalasis,0.0
pca-1 ab,0.75
diagnostic dilatation and curettage (d&c),0.0
transurethral resection of prostate (turp),0.0
"lumpectomy, quadrantectomy of breast",0.0
circumcision,0.0
episiotomy,0.0
destruction of lesion of retina and choroid,0.1
arterio- or venogram (not heart and head),0.1
kidney transplant,0.1
diagnostic ultrasound of gastrointestinal tract,0.1
"other diagnostic procedures, female organs",0.05
genitourinary incontinence procedures,0.1
contrast arteriogram of femoral and lower extremity arteries,0.1
cesarean section,0.0
diagnostic ultrasound of heart (echocardiogram),0.2
"extracorporeal lithotripsy, urinary",0.0
"other or therapeutic procedures, male genital",0.0
other ct scan,0.1
mammography,0.0
"physical therapy exercises, manipulation, and other procedures",0.75
indwelling catheter,0.1
intraoperative cholangiogram,0.0
nephrotomy and nephrostomy,0.1
cerebral arteriogram,0.1
contrast aortogram,0.1
electrocardiogram,0.1
diagnostic ultrasound of abdomen or retroperitoneum,0.1
ligation of fallopian tubes,0.0
diagnostic endocrine procedures,0.1
"treatment, fracture or dislocation of hip and femur",0.1
"thyroidectomy, partial or complete",0.0
"repair of retinal tear, detachment",0.0
"repair of cystocele and rectocele, obliteration of vaginal vault",0.0
nonoperative urinary system measurements,0.0
open prostatectomy,0.0
breast biopsy and other diagnostic procedures on breast,0.0
"transurethral excision, drainage, or removal urinary obstruction",0.0
"other or therapeutic procedures, female organs",0.0
"debridement of wound, infection or burn",0.1
cardiac stress tests,0.1
swan-ganz catheterization for monitoring,0.1
artificial rupture of membranes to assist delivery,0.0
ureteral catheterization,0.0
ct scan chest,0.1
diagnostic ultrasound of head and neck,0.1
arterial blood gases,0.1
myelogram,0.1
routine chest x-ray,0.2
respiratory intubation and mechanical ventilation,0.1
upper gastrointestinal x-ray,0.1
other intraocular therapeutic procedures,0.1
"treatment, fracture or dislocation of lower extremity (other than hip or femur)",0.2
electrographic cardiac monitoring,0.1
removal of ectopic pregnancy,0.0
other fracture and dislocation procedure,0.2
bilirubin,0.1
idiopathic fibrosing alveolitis,0.3
abnormal results of function study of pulmonary system,0.2
other pulmonary inflamation or edema,0.1
bacteria,0.1
aspirin / butalbital / caffeine / codeine,0.1
purified protein derivative of tuberculin,0.0
silicon dioxide,0.0
"eye infection, viral",0.1
gingivitis,0.1
cardiolipin ab,0.3
vitamin deficiency,0.1
problems associated with amniotic cavity and membranes,0.0
aspergillosis,0.0
sickle cell anemia,0.0
breast disorder nos,0.0
disorders of amino-acid metabolism,0.1
phosphatidylserine ab,0.1
hemoglobinuria,0.1
thrombocytopenia,0.2
premature menopause and other ovarian failure,0.1
"malignant neoplasm, other",0.0
paraproteinemia,0.2
morphology,0.0
polyneuropathy due to drugs,0.2
congenital hypothyroidism,0.0
restless legs syndrome,0.1
iddm patient ql,0.0
other and unspecified coagulation defects,0.1
toxic effect of carbon monoxide,0.0
disorders of urea cycle metabolism,0.0
phenylketonuria [pku],0.0
exophthalmos,0.2
type 2 diabetes with neurological manifestations,0.0
preeclampsia and eclampsia,0.0
melanomas of skin,0.0
type 1 diabetes,0.1
hypercoagulable state,0.2
unspecified disorder of lipoid metabolism,0.1
estrogen,0.2
hemorrhoids,0.0
chronic pharyngitis and nasopharyngitis,0.1
cancer of connective tissue,0.1
breast cancer [male],0.0
nephrotic syndrome without mention of glomerulonephritis,0.1
acquired hemolytic anemias,0.2
other disorders of intestine,0.1
venereal diseases due to chlamydia trachomatis,0.1
pyelonephritis,0.0
abnormality of secretion of glucagon or gastrin,0.1
other anemias,0.1
"cancer of other lymphoid, histiocytic tissue",0.1
other hemoglobinopathies,0.0
asthma with exacerbation,0.0
pancytopenia,0.25
other disorders of the kidney and ureters,0.1
aortic aneurysm,0.1
methicillin resistant staphylococcus aureus,0.1
decreased white blood cell count,0.2
noninflammatory disorders of vulva and perineum,0.0
nonspecific findings on examination of blood,0.2
blindness and low vision,0.2
ulceration of intestine,0.2
complications of labor and delivery nec,0.0
chronic ulcer of skin,0.1
doxepin,0.1
chronic sinusitis,0.1
ulcer of esophagus,0.1
poisoning by primarily systemic agents,0.0
dizziness and giddiness (light-headedness and vertigo),0.1
varicose veins,0.0
cancer of esophagus,0.0
adverse effects of sedatives or other central nervous system depressants and anesthetics,0.1
disorders of esophageal motility,0.1
"malignant neoplasm of rectum, rectosigmoid junction, and anus",0.0
abnormal reflex,0.2
acute bronchitis and bronchiolitis,0.1
defibrination syndrome,0.0
respiratory abnormalities,0.2
hodgkin's disease,0.0
eosinophilia,0.1
hiv genotype,0.0
cancer of bronchus; lung,0.0
kaposi's sarcoma,0.0
nephritis and nephropathy in diseases classified elsewhere,0.25
multiple myeloma,0.1
splenomegaly,0.2
insect bite,0.0
inflammatory diseases of prostate,0.0
graves' disease,0.1
pityriasis,0.0
peripheral angiopathy in diseases classified elsewhere,0.2
plica syndrome,0.1
excision of semilunar cartilage of knee,0.5
myelofibrosis,0.1
sarilumab,1.0
muromonab-cd3,0.25
ocrelizumab,0.5
flucytosine,0.0
salmon calcitonin,0.5
lenalidomide,0.75
sargramostim,0.5
prasugrel,0.0
baricitinib,1.0
aldesleukin,0.0
alemtuzumab,0.5
gatifloxacin,0.0
natalizumab,0.5
demeclocycline,0.0
amphotericin b,0.1
amphotericin b lipid complex,0.1
ipilimumab,0.1
dactinomycin,0.0
blinatumomab,0.0
pomalidomide,0.1
daptomycin,0.0
dimethyl fumarate,0.75
sulfamethoxazole / trimethoprim,0.25
telavancin,0.0
rifampin,0.0
dyshidrosis,0.1
lung transplant,0.1
mycophenolate,0.5
mycophenolic acid,0.5
mycophenolate mofetil,0.75
methyl salicylate,0.5
kidney replaced by transpant,0.0
interleukin 6,0.75
epoprostenol,0.1
basiliximab,0.25
red yeast rice,0.1
dacarbazine,0.0
isoniazid / rifampin,0.0
insulin aspart protamine- and insulin aspart-containing product,0.0
fluorometholone ophthalmic product,0.25
colchicine / probenecid,0.5
symptoms involving skin and other integumentary tissue,0.2
bone marrow or stem cell transplant,0.2
mycophenolate glucuronide,0.5
chronic graft-versus-host disease,0.2
inflammatory bowel disease and other gastroenteritis and colitis,0.2
liver replaced by transplant,0.0
6-methylmercaptopurine,0.75
glimepride,0.0
omalizumab,0.0
carfilzomib,0.1
cetuximab,0.0
adrenal cortical steroids causing adverse effects in therapeutic use,0.25
hemosiderin,0.1
specimen container,0.1
specimen condition,0.1
mucin clot,0.1
specimen source,0.0
specimen type,0.1
viscosity,0.2
specimen drawn,0.1
character,0.0
hemolysis interference index,0.0
aclidinium,0.0
auer rods,0.0
rasagiline,0.0
arginine/creatinine,0.05
cerebral atherosclerosis,0.1
suberate,0.0
pca-tr ab,0.0
histamine/creatinine,0.1
adenosine,0.25
anesthesia,0.05
itrinsic factor ab,0.1
water,0.0
chemotherapy,0.4
ramelteon,0.0
alcaftadine,0.0
ige,0.1
argininosuccinate,0.0
depression,0.1
cold agglutinin,0.1
acamprosate,0.0
liquefaction,0.1
radiotherapy,0.05
albumin/globulin,0.25
anisocytosis,0.1
respiratory complications,0.2
erythrocyte distribution width,0.25
rubella virus ab,0.0
thyrotropin receptor ab,0.1
joint fluid/crystals review (group:jfc-review),0.75
acute laryngitis and tracheitis,0.1
pad,0.0
unna flex,0.1
absolute immunoglobulin count,0.25
irrigator,0.0
amorphous material,0.1
fluorescent antinuclear antibody,0.5
pouch,0.0
filter,0.0
aquanil,0.0
juven,0.75
injector,0.1
respiratory arrest,0.05
nutren,0.0
immunoglobulin count,0.25
propass,0.0
avanafil,0.0
alpha immunoglobulin count,0.25
cerave,0.1
kit,0.0
strap,0.05
absolute immunoglobulin count automated,0.25
hydrogel,0.2
red blood cell casts in urine,0.1
reflex culture and sensitivity,0.1
symptom,0.2
result,0.0
naldemedine,0.0
risk,0.0
medication prescribed,0.5
message,0.5
assist/control rate,0.0
inert ingredients,0.0
comment,0.0
therapy,0.5
released by,0.0
consultant,0.0
source,0.0
streck sedimentation rate,0.5
ganglionic acetylcholine receptor antibody international,0.1
rh immune globulin units given,0.1
absolute risk,0.1
rapid human immunodeficiency virus,0.0
allopurinol,0.2
hla-b,0.75
hla-b27,0.2
metamyelocytes/100 leukocytes,0.1
immature granulocytes,0.25
renal dialysis,0.1
monocytic leukemia,0.0
metamyelocytes,0.1
myelocytes/100 leukocytes,0.1
pirfenidone,0.05
cervical radiculitis,0.25
nonrheumatic aortic valve disorders,0.1
nonrheumatic mitral valve disorders,0.1
nonrheumatic pulmonary valve disorders,0.0
thyroiditis,0.1
ramucirumab,0.0
scleroderma antibody antibody,0.2
ranibizumab,0.0
scleroderma antibody test,0.2
rubella virus igg,0.1
adalimumab (group:adalmmb),0.95
aptt.lupus sensitive,0.25
nonrheumatic tricuspid valve disorders,0.1
parkinson's disease,0.0
chronic dermatitis due to solar radiation,0.0
platelet aggregation arachidonate induced,0.1
dermatitis due to solar radiation,0.0
reslizumab,0.0
anti-cyclic citrullinated peptide,0.95
collagen crosslinked n-telopeptide,0.25
collagen crosslinked c-telopeptide,0.25
ri autoantibody,0.1
aricept,0.0
arthropod,0.0
aspirin response,0.25
act-lr,0.0
Rheumatoid factor IgM,0.75
aggrenox,0.05
arthrodesis status,0.4
reagin,0.1
advair,0.0
adacel,0.0
joint aspiration/injection,0.6
aspirin therapy,0.5
collagen,0.5
aso,0.25
pradaxa,0.0
aggregate,0.0
rouen,0.0
spont rr,0.0
"rbc, joint fluid",0.25
miralax,0.0
lr,0.0
ana comment,0.75
anti-dr,0.9
specimen a,0.0
acephen,0.0
rapamune,0.1
acap,0.0
aicardi,0.0
formula,0.0
amorphous crystals,0.1
apa conclusion,0.0
act+,0.0
crs ap,0.0
assist device,0.1
crs sd,0.0
absolute retic,0.1
analysis,0.0
acc research,0.0
acidic,0.0
analyses,0.0
reagent,0.0
decision analysis,0.0
rearrangement,0.0
prograf,0.2
asacol,0.1
ribotitration,0.0
rf titer,0.85
recfactorix,0.0
activator,0.0
"polyarthritis, unspecified - multiple sites",0.7
unspecified joint replacement,0.5
rpr titer,0.1
adverse effect: antirheumatics,0.75
erythrocyte sedimentation rate (esr),0.5
arthropathy in acromegaly and gigantism,0.1
psa,0.0
diabetic arthropathy,0.1
rpr reactivity,0.1
ru strength/movement,0.2
rheumatoid factor | serum | serology - non-micro,0.9
hla-dr sero,0.75
replacement rate,0.0
"revaxis, srg",0.0
rheumatoid factor | synovial fluid | serology - non-micro,0.9
rho (d) immune globulin,0.05
"activity, residential relocation",0.05
high sensitivity crp,0.65
"joint crystals, birefringence",0.1
Rosner index,0.0
anti-rco activity,0.9
rl strength/movement,0.2
"radiological examination, nos",0.2
"replacement of the scapulohumeral joint with a unipolar humeral prosthesis or with a mobile cup, with reinsertion, suture and/or autograft of the shoulder rotator cuff.",0.65
mitogen rflx,0.1
c reactive protein | serum or plasma | chemistry - non-challenge,0.5
erythrocyte sedimentation rate | blood | hematology and cell counts,0.5
cyclic citrullinated peptide ab | serum | serology - non-micro,0.9
cyclic citrullinated peptide igg | serum or plasma | serology - non-micro,0.95
"methotrexate; oral, 2.5 mg, methotrexate sodium, 5 mg, 50 mg",0.9
"injection, adalimumab, 20 mg",0.9
"injection, etanercept, 25 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",0.9
"injection, golimumab, 1 mg, for intravenous use",0.9
"prednisone, immediate release or delayed release, oral, 1 mg",0.75
"peptic ulcer, site unspecified",0.1
"injection, ibandronate sodium, 1 mg",0.1
"injection, certolizumab pegol, 1 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",0.9
aspartate transaminase,0.1
accu-chek    tes gui,0.0
assault by unspecified means,0.0
long-term (current) use of non-steroidal anti-inflammatories (nsaid),0.5
gabapentin,0.2
long-term (current) use of steroids,0.5
central/nonobstroctive sleep apnea,0.1
long term (current) use of systemic steroids,0.5
long term (current) use of non-steroidal anti-inflammatories (nsaid),0.65
consult / referral to rheumatology,0.75
accidental fall on or from sidewalk curb,0.05
"agorophobia, social phobia, and panic disorder",0.0
etodolac,0.75
methylergonovine,0.0
infusion drug therapy authorization,0.5
zoledronic acid,0.25
chronic pain syndrome,0.4
barrett's esophagus,0.05
gfr creatinine battery,0.1
teriparatide,0.1
fluoxetine,0.05
topiramate,0.0
dysthymic disorder,0.0
fluorometholone,0.2
denosumab,0.5
budesonide,0.4
heparin100units/mllockflush5mlsyr,0.1
consult / referral to physical therapy,0.5
centrumsilvertablet,0.1
desipramine,0.05
potassium bicarbonate,0.05
long-term (current) use of other medications,0.5
acetaminophen-oxycodone,0.25
aloh/diphenhyd/lidocaine/mgoh/simeth top,0.1
zolpidem,0.05
cholecystitis without cholelithiasis,0.0
antineoplastic and immunosuppressive drugs causing adverse effects,0.5
ferritin,0.4
fibrin d-dimer,0.1
fibrin d-dimer feu,0.1
fibrin degradation products,0.1
globulin,0.2
haptoglobin,0.1
transferrin,0.1
HLA-B27 cells,0.2
endometriosis,0.0
dna double strand igg,0.65
dna double strand,0.25
encounter for long-term (current) use of aspirin,0.2
leukocytes left shift,0.1
"influenza virus vaccine, inactivated",0.1
ethinyl estradiol / norethindrone,0.05
frovatriptan,0.0
other disorders of gallbladder,0.0
Nuclear IgG,0.25
fracture of radius and ulna,0.1
von willebrand factor (vwf) ag actual/normal,0.1
variant lymphocytes,0.1
basophils,0.1
chronic bronchitis,0.1
"thoracic or lumbosacral neuritis or radiculitis, unspecified",0.1
pulmonary heart disease,0.2
effects of other external causes,0.0
heart failure with preserved ef [diastolic heart failure],0.1
cerebral ischemia,0.1
wheezing,0.1
chronic airway obstruction,0.1
acquired absence of limb,0.05
constipation,0.05
hyperplasia of prostate,0.0
abnormal glucose,0.1
sleep apnea,0.1
vitamin d deficiency,0.2
diaphragmatic hernia,0.05
acquired spondylolisthesis,0.1
insomnia,0.1
"overweight, obesity and other hyperalimentation",0.1
poisoning/allergy of sulfonamides,0.05
intestinal disaccharidase deficiencies and disaccharide malabsorption,0.05
abnormal heart sounds,0.1
cardiomegaly,0.2
cystitis,0.1
"poisoning by analgesics, antipyretics, and antirheumatics",0.25
