name,desc,gpt4
LOCAL|LAB:REFERENCE LAB,reference laboratory,0.0
LOCAL|LAB:RELATIVE RISK,relative risk,0.0
LOCAL|LAB:RH,rhesus factor,0.5
LOCAL|LAB:SPECIMEN,specimen,0.0
LOCAL|LAB:SYNOVIAL FLUID RBCS,synovial fluid red blood cells,0.5
LOCAL|LAB:SYNOVIAL MACROPHAGES,synovial macrophages,0.75
LOINC:14273-7,Reticulin IgA,0.1
LOINC:14592-0,Aluminum,0.0
LOINC:14634-0,C reactive protein,0.75
LOINC:1988-5,C reactive protein,0.75
LOINC:22656-3,Arginine,0.1
LOINC:25322-9,Arginine,0.1
LOINC:30341-2,Erythrocyte sedimentation rate,0.5
LOINC:3793-7,Methotrexate,0.75
LOINC:47360-3,Reagin Ab,0.5
LOINC:51775-5,Chromatin Ab,0.75
LOINC:5290-2,Reagin Ab,0.1
LOINC:5574-9,Aluminum,0.0
LOINC:55805-6,cycloSPORINE,0.75
LOINC:5782-8,Crystals,0.2
LOINC:588-4,Legionella pneumophila Ag,0.0
LOINC:6825-4,Crystals,0.2
PheCode:710.3,Osteopathy resulting from poliomyelitis,0.0
RXNORM:1999574,apalutamide,0.0
LOCAL|LAB:RI AUTOANTIBODY,retinal antigen autoantibody,0.25
LOINC:5756-2,Vanadium,0.0
LOINC:LP39555-5,Reticulin IgA,0.1
LOINC:LP37671-2,Chromatin Ab,0.75
LOINC:LP16842-4,Vanadium,0.0
LOINC:72623-2,inFLIXimab Ab,0.75
PheCode:698,pruritus and related conditions,0.2
PheCode:772,symptoms of the muscles,0.3
PheCode:772.2,spasm of muscle,0.2
PheCode:947,urticaria,0.1
RXNORM:1514,betamethasone,0.75
PheCode:736,other acquired deformities of limbs,0.6
PheCode:356,hereditary and idiopathic peripheral neuropathy,0.2
PheCode:701.1,"keratoderma, acquired",0.1
PheCode:701.2,scar conditions and fibrosis of skin,0.1
RXNORM:41208,halobetasol,0.1
LOINC:XC367-3,interpretation (infliximab) (group:inflmb-int),0.75
PheCode:729.3,panniculitis,0.2
PheCode:735.23,hallux rigidus,0.1
PheCode:736.4,genu valgum or varum (acquired),0.25
LOINC:LP35095-6,inFLIXimab,0.75
LOINC:LP70980-5,Mycobacterium bovis tuberculin stimulated gamma interferon-control stimulated gamma interferon,0.0
PheCode:716.3,kaschin-beck disease,0.2
Other lab:1000044186,Colorectal Screening Test,0.0
LOCAL|LAB:CYCLIC CITRULLINATED PEPTIDE (CCP) AB (IGG),cyclic citrullinated peptide antibody (immunoglobulin g),1.0
LOINC:2485-1,Insulin-like growth factor-II,0.1
LOINC:35651-9,Synovial lining cells/100 cells,0.75
LOINC:65810-4,SEPT9 gene methylation,0.1
LOINC:LP15670-0,Insulin-like growth factor-II,0.1
LOINC:LP287167-3,Synovial lining cells/100 cells,0.75
LOINC:LP121196-2,SEPT9 gene methylation,0.1
CCS:154,arthroplasty other than hip or knee,0.75
CCS:170,excision of skin lesion,0.1
LOINC:74278-3,Mycobacterium tuberculosis stimulated gamma interferon ESAT-6 Ag spot count,0.0
PheCode:110.11,dermatophytosis of nail,0.1
PheCode:702,degenerative skin conditions and other dermatoses,0.1
PheCode:702.2,seborrheic keratosis,0.0
PheCode:761,cervicalgia,0.25
PheCode:764,sciatica,0.2
PheCode:702.1,actinic keratosis,0.0
PheCode:710.1,osteomyelitis,0.2
PheCode:722.9,other and unspecified disc disorder,0.1
PheCode:727.4,"ganglion and cyst of synovium, tendon, and bursa",0.3
PheCode:772.1,muscular wasting and disuse atrophy,0.35
PheCode:420.1,myocarditis,0.2
PheCode:700,corns and callosities,0.1
PheCode:733.2,cyst of bone,0.2
LOINC:X6027-7,infliximab (group:inflixmab),0.9
PheCode:687.3,changes in skin texture,0.3
PheCode:701.5,abnormal granulation tissue,0.2
PheCode:728.71,contracture of palmar fascia [dupuytren's disease],0.1
PheCode:732,osteochondropathies,0.2
PheCode:735.1,flat foot,0.2
RXNORM:480,alfentanil,0.0
PheCode:741.6,villonodular synovitis,0.5
LOINC:LP173642-2,Mycobacterium tuberculosis stimulated gamma interferon ESAT-6 Ag spot count,0.1
Other lab:800220593,Oxycodone and Oxymorphone Urine Test,0.1
RXNORM:711274,RESOURCE,0.0
Other lab:1400038322,Vitamin D 25-Hydroxy,0.2
Other lab:800000114,"Uric Acid, 24-Hour Urine Collection",0.2
RXNORM:588003,meclofenamate,0.75
LOCAL|LAB:M SPIKE 3,monoclonal spike 3,0.1
LOCAL|LAB:OKLAHOMA MYOSITIS 12 INTERPRET,oklahoma myositis 12 interpretation,0.0
LOCAL|LAB:REASON,reason,0.0
LOINC:14276-0,Hemoglobin F distribution,0.0
LOINC:29300-1,Procedure,0.0
LOINC:50233-6,Leukocyte clumps,0.2
RXNORM:1244924,calcium carbonate / cholecalciferol / vitamin K,0.2
RXNORM:1658314,brexpiprazole,0.0
RXNORM:1876905,deutetrabenazine,0.0
RXNORM:705259,acetaminophen / dextromethorphan / phenylephrine,0.1
LOINC:LP18616-0,Hemoglobin F distribution,0.0
LOINC:LP73191-6,Procedure,0.0
