name1,name2,desc1,desc2
CCS:112,RXNORM:8120,other or therapeutic procedures of urinary tract,phenazopyridine
CCS:113,RXNORM:2551,transurethral resection of prostate (turp),ciprofloxacin
CCS:113,RXNORM:8120,transurethral resection of prostate (turp),phenazopyridine
CCS:13,RXNORM:10600,corneal transplant,timolol
CCS:13,RXNORM:139462,corneal transplant,moxifloxacin
CCS:13,RXNORM:167,corneal transplant,acetazolamide
CCS:13,RXNORM:219314,corneal transplant,polymyxin B / trimethoprim
CCS:13,RXNORM:228476,corneal transplant,gatifloxacin
CCS:13,RXNORM:23043,corneal transplant,difluprednate
CCS:13,RXNORM:8638,corneal transplant,prednisolone
CCS:130,RXNORM:6691,"other diagnostic procedures, female organs",medroxyprogesterone
CCS:130,RXNORM:8727,"other diagnostic procedures, female organs",progesterone
CCS:131,RXNORM:6373,"other non-or therapeutic procedures, female organs",levonorgestrel
CCS:131,RXNORM:6691,"other non-or therapeutic procedures, female organs",medroxyprogesterone
CCS:131,RXNORM:8727,"other non-or therapeutic procedures, female organs",progesterone
CCS:14,RXNORM:10600,glaucoma procedures,timolol
CCS:14,RXNORM:1223,glaucoma procedures,atropine
CCS:14,RXNORM:1244607,glaucoma procedures,tafluprost
CCS:14,RXNORM:134615,glaucoma procedures,brimonidine
CCS:14,RXNORM:139462,glaucoma procedures,moxifloxacin
CCS:14,RXNORM:1421450,glaucoma procedures,brimonidine / brinzolamide
CCS:14,RXNORM:14845,glaucoma procedures,apraclonidine
CCS:14,RXNORM:167,glaucoma procedures,acetazolamide
CCS:14,RXNORM:194881,glaucoma procedures,brinzolamide
CCS:14,RXNORM:19737,glaucoma procedures,bromfenac
CCS:14,RXNORM:219314,glaucoma procedures,polymyxin B / trimethoprim
CCS:14,RXNORM:228476,glaucoma procedures,gatifloxacin
CCS:14,RXNORM:23043,glaucoma procedures,difluprednate
CCS:14,RXNORM:283810,glaucoma procedures,bimatoprost
CCS:14,RXNORM:298665,glaucoma procedures,nepafenac
CCS:14,RXNORM:3001,glaucoma procedures,cyclopentolate
CCS:14,RXNORM:43611,glaucoma procedures,latanoprost
CCS:14,RXNORM:4491,glaucoma procedures,fluorometholone
CCS:14,RXNORM:597142,glaucoma procedures,brimonidine / timolol
CCS:14,RXNORM:60207,glaucoma procedures,dorzolamide
CCS:14,RXNORM:662263,glaucoma procedures,dorzolamide / timolol
CCS:14,RXNORM:6826,glaucoma procedures,methazolamide
CCS:14,RXNORM:7623,glaucoma procedures,ofloxacin
CCS:14,RXNORM:8328,glaucoma procedures,pilocarpine
CCS:14,RXNORM:8638,glaucoma procedures,prednisolone
CCS:142,RXNORM:2180,partial excision bone,cefazolin
CCS:142,RXNORM:2582,partial excision bone,clindamycin
CCS:144,RXNORM:7812,"treatment, facial fracture or dislocation",oxymetazoline
CCS:146,RXNORM:67108,"treatment, fracture or dislocation of hip and femur",enoxaparin
CCS:147,RXNORM:2180,"treatment, fracture or dislocation of lower extremity (other than hip or femur)",cefazolin
CCS:149,RXNORM:2180,arthroscopy,cefazolin
CCS:15,RXNORM:139462,lens and cataract procedures,moxifloxacin
CCS:15,RXNORM:167,lens and cataract procedures,acetazolamide
CCS:15,RXNORM:19737,lens and cataract procedures,bromfenac
CCS:15,RXNORM:219314,lens and cataract procedures,polymyxin B / trimethoprim
CCS:15,RXNORM:228476,lens and cataract procedures,gatifloxacin
CCS:15,RXNORM:23043,lens and cataract procedures,difluprednate
CCS:15,RXNORM:298665,lens and cataract procedures,nepafenac
CCS:15,RXNORM:4502,lens and cataract procedures,flurbiprofen
CCS:15,RXNORM:7623,lens and cataract procedures,ofloxacin
CCS:15,RXNORM:8638,lens and cataract procedures,prednisolone
CCS:15,RXNORM:883815,lens and cataract procedures,dexamethasone / tobramycin
CCS:150,RXNORM:2180,"division of joint capsule, ligament or cartilage",cefazolin
CCS:152,RXNORM:2180,arthroplasty knee,cefazolin
CCS:153,RXNORM:2180,"hip replacement, total and partial",cefazolin
CCS:155,RXNORM:284637,arthrocentesis,hylan G-F 20
CCS:155,RXNORM:41493,arthrocentesis,meloxicam
CCS:157,RXNORM:20012,amputation of lower extremity,cadexomer iodine
CCS:157,RXNORM:21107,amputation of lower extremity,cilostazol
CCS:157,RXNORM:58939,amputation of lower extremity,collagenase
CCS:157,RXNORM:9881,amputation of lower extremity,sodium hypochlorite
CCS:16,RXNORM:1223,"repair of retinal tear, detachment",atropine
CCS:16,RXNORM:139462,"repair of retinal tear, detachment",moxifloxacin
CCS:16,RXNORM:167,"repair of retinal tear, detachment",acetazolamide
CCS:16,RXNORM:216525,"repair of retinal tear, detachment",dexamethasone / neomycin / polymyxin B
CCS:16,RXNORM:228476,"repair of retinal tear, detachment",gatifloxacin
CCS:16,RXNORM:3001,"repair of retinal tear, detachment",cyclopentolate
CCS:16,RXNORM:8638,"repair of retinal tear, detachment",prednisolone
CCS:160,RXNORM:2180,other therapeutic procedures on muscles and tendons,cefazolin
CCS:161,RXNORM:2180,other or therapeutic procedures on bone,cefazolin
CCS:162,RXNORM:2180,other or therapeutic procedures on joints,cefazolin
CCS:165,RXNORM:10324,breast biopsy and other diagnostic procedures on breast,tamoxifen
CCS:166,RXNORM:10324,"lumpectomy, quadrantectomy of breast",tamoxifen
CCS:167,RXNORM:10324,mastectomy,tamoxifen
CCS:167,RXNORM:84857,mastectomy,anastrozole
CCS:168,RXNORM:2231,"incision and drainage, skin and subcutaneous tissue",cephalexin
CCS:168,RXNORM:2582,"incision and drainage, skin and subcutaneous tissue",clindamycin
CCS:168,RXNORM:3356,"incision and drainage, skin and subcutaneous tissue",dicloxacillin
CCS:169,RXNORM:20012,"debridement of wound, infection or burn",cadexomer iodine
CCS:169,RXNORM:58939,"debridement of wound, infection or burn",collagenase
CCS:169,RXNORM:9793,"debridement of wound, infection or burn",silver sulfadiazine
CCS:169,RXNORM:9881,"debridement of wound, infection or burn",sodium hypochlorite
CCS:170,RXNORM:4492,excision of skin lesion,fluorouracil
CCS:172,RXNORM:1291,skin graft,bacitracin
CCS:172,RXNORM:7779,skin graft,oxandrolone
CCS:177,RXNORM:7426,computerized axial tomography (ct) scan head,nimodipine
CCS:182,RXNORM:4083,mammography,estradiol
CCS:182,RXNORM:84857,mammography,anastrozole
CCS:183,RXNORM:197,routine chest x-ray,acetylcysteine
CCS:183,RXNORM:4177,routine chest x-ray,etomidate
CCS:186,RXNORM:7299,lower gastrointestinal x-ray,neomycin
CCS:187,RXNORM:8120,intravenous pyelogram,phenazopyridine
CCS:188,RXNORM:7426,cerebral arteriogram,nimodipine
CCS:189,RXNORM:21107,contrast aortogram,cilostazol
CCS:189,RXNORM:32968,contrast aortogram,clopidogrel
CCS:189,RXNORM:75635,contrast aortogram,eptifibatide
CCS:189,RXNORM:8825,contrast aortogram,protamine sulfate (USP)
CCS:19,RXNORM:10391,"other therapeutic procedures on eyelids, conjunctiva, cornea",tetracaine
CCS:19,RXNORM:139462,"other therapeutic procedures on eyelids, conjunctiva, cornea",moxifloxacin
CCS:19,RXNORM:219314,"other therapeutic procedures on eyelids, conjunctiva, cornea",polymyxin B / trimethoprim
CCS:19,RXNORM:4053,"other therapeutic procedures on eyelids, conjunctiva, cornea",erythromycin
CCS:19,RXNORM:4491,"other therapeutic procedures on eyelids, conjunctiva, cornea",fluorometholone
CCS:19,RXNORM:8638,"other therapeutic procedures on eyelids, conjunctiva, cornea",prednisolone
CCS:19,RXNORM:883815,"other therapeutic procedures on eyelids, conjunctiva, cornea",dexamethasone / tobramycin
CCS:190,RXNORM:21107,contrast arteriogram of femoral and lower extremity arteries,cilostazol
CCS:190,RXNORM:32968,contrast arteriogram of femoral and lower extremity arteries,clopidogrel
CCS:190,RXNORM:75635,contrast arteriogram of femoral and lower extremity arteries,eptifibatide
CCS:191,RXNORM:32968,arterio- or venogram (not heart and head),clopidogrel
CCS:193,RXNORM:296,diagnostic ultrasound of heart (echocardiogram),adenosine
CCS:193,RXNORM:640062,diagnostic ultrasound of heart (echocardiogram),regadenoson
CCS:193,RXNORM:703,diagnostic ultrasound of heart (echocardiogram),amiodarone
CCS:193,RXNORM:8825,diagnostic ultrasound of heart (echocardiogram),protamine sulfate (USP)
CCS:195,RXNORM:56512,diagnostic ultrasound of urinary tract,sodium polystyrene sulfonate
CCS:199,RXNORM:114477,electroencephalogram (eeg),levetiracetam
CCS:199,RXNORM:24812,electroencephalogram (eeg),felbamate
CCS:199,RXNORM:623400,electroencephalogram (eeg),lacosamide
CCS:199,RXNORM:72236,electroencephalogram (eeg),fosphenytoin
CCS:2,RXNORM:7426,"insertion, replacement, or removal of extracranial ventricular shunt",nimodipine
CCS:20,RXNORM:1223,other intraocular therapeutic procedures,atropine
CCS:20,RXNORM:139462,other intraocular therapeutic procedures,moxifloxacin
CCS:20,RXNORM:219314,other intraocular therapeutic procedures,polymyxin B / trimethoprim
CCS:20,RXNORM:228476,other intraocular therapeutic procedures,gatifloxacin
CCS:20,RXNORM:298665,other intraocular therapeutic procedures,nepafenac
CCS:20,RXNORM:3001,other intraocular therapeutic procedures,cyclopentolate
CCS:20,RXNORM:662263,other intraocular therapeutic procedures,dorzolamide / timolol
CCS:20,RXNORM:7623,other intraocular therapeutic procedures,ofloxacin
CCS:20,RXNORM:8638,other intraocular therapeutic procedures,prednisolone
CCS:20,RXNORM:883815,other intraocular therapeutic procedures,dexamethasone / tobramycin
CCS:201,RXNORM:640062,cardiac stress tests,regadenoson
CCS:201,RXNORM:75635,cardiac stress tests,eptifibatide
CCS:202,RXNORM:640062,electrocardiogram,regadenoson
CCS:203,RXNORM:49247,electrographic cardiac monitoring,dofetilide
CCS:203,RXNORM:6926,electrographic cardiac monitoring,mexiletine
CCS:203,RXNORM:9947,electrographic cardiac monitoring,sotalol
CCS:204,RXNORM:1901,swan-ganz catheterization for monitoring,calcium chloride
CCS:204,RXNORM:2396,swan-ganz catheterization for monitoring,chlorothiazide
CCS:204,RXNORM:703,swan-ganz catheterization for monitoring,amiodarone
CCS:204,RXNORM:8825,swan-ganz catheterization for monitoring,protamine sulfate (USP)
CCS:207,RXNORM:1100072,radioisotope bone scan,abiraterone
CCS:207,RXNORM:42375,radioisotope bone scan,leuprolide
CCS:207,RXNORM:83008,radioisotope bone scan,bicalutamide
CCS:209,RXNORM:640062,radioisotope scan and function studies,regadenoson
CCS:21,RXNORM:883815,other extraocular muscle and orbit therapeutic procedures,dexamethasone / tobramycin
CCS:214,RXNORM:20012,"traction, splints, and other wound care",cadexomer iodine
CCS:214,RXNORM:58939,"traction, splints, and other wound care",collagenase
CCS:216,RXNORM:197,respiratory intubation and mechanical ventilation,acetylcysteine
CCS:216,RXNORM:4177,respiratory intubation and mechanical ventilation,etomidate
CCS:216,RXNORM:4850,respiratory intubation and mechanical ventilation,glucose
CCS:216,RXNORM:66887,respiratory intubation and mechanical ventilation,racepinephrine
CCS:217,RXNORM:435,other respiratory therapy,albuterol
CCS:217,RXNORM:5032,other respiratory therapy,guaifenesin
CCS:217,RXNORM:7213,other respiratory therapy,ipratropium
CCS:22,RXNORM:217627,tympanoplasty,hydrocortisone / neomycin / polymyxin B
CCS:22,RXNORM:465397,tympanoplasty,ciprofloxacin / dexamethasone
CCS:22,RXNORM:465711,tympanoplasty,ciprofloxacin / hydrocortisone
CCS:220,RXNORM:3001,ophthalmologic and otologic diagnosis and treatment,cyclopentolate
CCS:220,RXNORM:8638,ophthalmologic and otologic diagnosis and treatment,prednisolone
CCS:220,RXNORM:883815,ophthalmologic and otologic diagnosis and treatment,dexamethasone / tobramycin
CCS:221,RXNORM:3319,nasogastric tube,diatrizoate
CCS:223,RXNORM:66887,enteral and parenteral nutrition,racepinephrine
CCS:224,RXNORM:26237,cancer chemotherapy,granisetron
CCS:224,RXNORM:3002,cancer chemotherapy,cyclophosphamide
CCS:224,RXNORM:3264,cancer chemotherapy,dexamethasone
CCS:224,RXNORM:338036,cancer chemotherapy,pegfilgrastim
CCS:224,RXNORM:4179,cancer chemotherapy,etoposide
CCS:225,RXNORM:296,conversion of cardiac rhythm,adenosine
CCS:225,RXNORM:4441,conversion of cardiac rhythm,flecainide
CCS:225,RXNORM:49247,conversion of cardiac rhythm,dofetilide
CCS:225,RXNORM:6926,conversion of cardiac rhythm,mexiletine
CCS:225,RXNORM:703,conversion of cardiac rhythm,amiodarone
CCS:225,RXNORM:8825,conversion of cardiac rhythm,protamine sulfate (USP)
CCS:225,RXNORM:9947,conversion of cardiac rhythm,sotalol
CCS:228,RXNORM:284623,prophylactic vaccinations and inoculations,atovaquone / proguanil
CCS:23,RXNORM:217627,myringotomy,hydrocortisone / neomycin / polymyxin B
CCS:23,RXNORM:465397,myringotomy,ciprofloxacin / dexamethasone
CCS:23,RXNORM:465711,myringotomy,ciprofloxacin / hydrocortisone
CCS:232,RXNORM:2180,anesthesia,cefazolin
CCS:24,RXNORM:217627,mastoidectomy,hydrocortisone / neomycin / polymyxin B
CCS:24,RXNORM:465397,mastoidectomy,ciprofloxacin / dexamethasone
CCS:24,RXNORM:465711,mastoidectomy,ciprofloxacin / hydrocortisone
CCS:240,RXNORM:338036,"medications (injections, infusions and other forms)",pegfilgrastim
CCS:25,RXNORM:465397,diagnostic procedures on ear,ciprofloxacin / dexamethasone
CCS:26,RXNORM:217627,other therapeutic ear procedures,hydrocortisone / neomycin / polymyxin B
CCS:26,RXNORM:465397,other therapeutic ear procedures,ciprofloxacin / dexamethasone
CCS:26,RXNORM:465711,other therapeutic ear procedures,ciprofloxacin / hydrocortisone
CCS:26,RXNORM:466530,other therapeutic ear procedures,acetic acid / hydrocortisone
CCS:26,RXNORM:7623,other therapeutic ear procedures,ofloxacin
CCS:27,RXNORM:7812,control of epistaxis,oxymetazoline
CCS:28,RXNORM:7812,plastic procedures on nose,oxymetazoline
CCS:29,RXNORM:2582,oral and dental services,clindamycin
CCS:30,RXNORM:7812,tonsillectomy and/or adenoidectomy,oxymetazoline
CCS:31,RXNORM:7812,"diagnostic procedures on nose, mouth and pharynx",oxymetazoline
CCS:32,RXNORM:7812,"other non-or therapeutic procedures on nose, mouth and pharynx",oxymetazoline
CCS:33,RXNORM:19711,"other or therapeutic procedures on nose, mouth and pharynx",amoxicillin / clavulanate
CCS:33,RXNORM:2582,"other or therapeutic procedures on nose, mouth and pharynx",clindamycin
CCS:33,RXNORM:7812,"other or therapeutic procedures on nose, mouth and pharynx",oxymetazoline
CCS:34,RXNORM:319864,"tracheostomy, temporary and permanent",cisatracurium
CCS:34,RXNORM:4177,"tracheostomy, temporary and permanent",etomidate
CCS:34,RXNORM:66887,"tracheostomy, temporary and permanent",racepinephrine
CCS:37,RXNORM:319864,diagnostic bronchoscopy and biopsy of bronchus,cisatracurium
CCS:37,RXNORM:66887,diagnostic bronchoscopy and biopsy of bronchus,racepinephrine
CCS:41,RXNORM:197,other non-or therapeutic procedures on respiratory system,acetylcysteine
CCS:42,RXNORM:319864,other or therapeutic procedures on respiratory system,cisatracurium
CCS:43,RXNORM:1901,heart valve procedures,calcium chloride
CCS:43,RXNORM:703,heart valve procedures,amiodarone
CCS:43,RXNORM:8825,heart valve procedures,protamine sulfate (USP)
CCS:44,RXNORM:1901,coronary artery bypass graft (cabg),calcium chloride
CCS:44,RXNORM:703,coronary artery bypass graft (cabg),amiodarone
CCS:44,RXNORM:75635,coronary artery bypass graft (cabg),eptifibatide
CCS:44,RXNORM:8825,coronary artery bypass graft (cabg),protamine sulfate (USP)
CCS:45,RXNORM:1116632,percutaneous transluminal coronary angioplasty (ptca),ticagrelor
CCS:45,RXNORM:32968,percutaneous transluminal coronary angioplasty (ptca),clopidogrel
CCS:45,RXNORM:35829,percutaneous transluminal coronary angioplasty (ptca),ranolazine
CCS:45,RXNORM:4917,percutaneous transluminal coronary angioplasty (ptca),nitroglycerin
CCS:45,RXNORM:613391,percutaneous transluminal coronary angioplasty (ptca),prasugrel
CCS:45,RXNORM:640062,percutaneous transluminal coronary angioplasty (ptca),regadenoson
CCS:45,RXNORM:75635,percutaneous transluminal coronary angioplasty (ptca),eptifibatide
CCS:46,RXNORM:1116632,coronary thrombolysis,ticagrelor
CCS:46,RXNORM:32968,coronary thrombolysis,clopidogrel
CCS:46,RXNORM:4917,coronary thrombolysis,nitroglycerin
CCS:46,RXNORM:75635,coronary thrombolysis,eptifibatide
CCS:47,RXNORM:1116632,"diagnostic cardiac catheterization, coronary arteriography",ticagrelor
CCS:47,RXNORM:32968,"diagnostic cardiac catheterization, coronary arteriography",clopidogrel
CCS:47,RXNORM:35829,"diagnostic cardiac catheterization, coronary arteriography",ranolazine
CCS:47,RXNORM:4917,"diagnostic cardiac catheterization, coronary arteriography",nitroglycerin
CCS:47,RXNORM:613391,"diagnostic cardiac catheterization, coronary arteriography",prasugrel
CCS:47,RXNORM:640062,"diagnostic cardiac catheterization, coronary arteriography",regadenoson
CCS:47,RXNORM:703,"diagnostic cardiac catheterization, coronary arteriography",amiodarone
CCS:47,RXNORM:75635,"diagnostic cardiac catheterization, coronary arteriography",eptifibatide
CCS:47,RXNORM:8825,"diagnostic cardiac catheterization, coronary arteriography",protamine sulfate (USP)
CCS:48,RXNORM:49247,"insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",dofetilide
CCS:48,RXNORM:6926,"insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",mexiletine
CCS:48,RXNORM:703,"insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",amiodarone
CCS:48,RXNORM:75635,"insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",eptifibatide
CCS:48,RXNORM:8825,"insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",protamine sulfate (USP)
CCS:49,RXNORM:1901,other or heart procedures,calcium chloride
CCS:49,RXNORM:296,other or heart procedures,adenosine
CCS:49,RXNORM:703,other or heart procedures,amiodarone
CCS:49,RXNORM:75635,other or heart procedures,eptifibatide
CCS:49,RXNORM:8825,other or heart procedures,protamine sulfate (USP)
CCS:50,RXNORM:1901,extracorporeal circulation auxiliary to open heart procedures,calcium chloride
CCS:50,RXNORM:703,extracorporeal circulation auxiliary to open heart procedures,amiodarone
CCS:50,RXNORM:8825,extracorporeal circulation auxiliary to open heart procedures,protamine sulfate (USP)
CCS:51,RXNORM:32968,"endarterectomy, vessel of head and neck",clopidogrel
CCS:51,RXNORM:8825,"endarterectomy, vessel of head and neck",protamine sulfate (USP)
CCS:52,RXNORM:1901,"aortic resection, replacement or anastomosis",calcium chloride
CCS:52,RXNORM:8825,"aortic resection, replacement or anastomosis",protamine sulfate (USP)
CCS:55,RXNORM:21107,peripheral vascular bypass,cilostazol
CCS:55,RXNORM:8825,peripheral vascular bypass,protamine sulfate (USP)
CCS:57,RXNORM:105694,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",epoetin alfa
CCS:57,RXNORM:11516,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",doxercalciferol
CCS:57,RXNORM:1894,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",calcitriol
CCS:57,RXNORM:214342,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",calcium acetate
CCS:57,RXNORM:24909,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",iron sucrose
CCS:57,RXNORM:261435,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",sodium ferric gluconate complex
CCS:57,RXNORM:407990,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",cinacalcet
CCS:57,RXNORM:660890,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",sevelamer carbonate
CCS:57,RXNORM:6984,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",minoxidil
CCS:57,RXNORM:73710,"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",paricalcitol
CCS:58,RXNORM:105694,hemodialysis,epoetin alfa
CCS:58,RXNORM:11516,hemodialysis,doxercalciferol
CCS:58,RXNORM:214342,hemodialysis,calcium acetate
CCS:58,RXNORM:24909,hemodialysis,iron sucrose
CCS:58,RXNORM:407990,hemodialysis,cinacalcet
CCS:58,RXNORM:56512,hemodialysis,sodium polystyrene sulfonate
CCS:58,RXNORM:660890,hemodialysis,sevelamer carbonate
CCS:58,RXNORM:73710,hemodialysis,paricalcitol
CCS:59,RXNORM:7426,other or procedures on vessels of head and neck,nimodipine
CCS:60,RXNORM:21107,embolectomy and endarterectomy of lower limbs,cilostazol
CCS:60,RXNORM:8825,embolectomy and endarterectomy of lower limbs,protamine sulfate (USP)
CCS:61,RXNORM:1901,other or procedures on vessels other than head and neck,calcium chloride
CCS:61,RXNORM:32968,other or procedures on vessels other than head and neck,clopidogrel
CCS:61,RXNORM:75635,other or procedures on vessels other than head and neck,eptifibatide
CCS:61,RXNORM:8825,other or procedures on vessels other than head and neck,protamine sulfate (USP)
CCS:63,RXNORM:338036,other non-or therapeutic cardiovascular procedures,pegfilgrastim
CCS:64,RXNORM:68442,bone marrow transplant,filgrastim
CCS:66,RXNORM:1901,procedures on spleen,calcium chloride
CCS:68,RXNORM:35619,injection or ligation of esophageal varices,rifaximin
CCS:68,RXNORM:6218,injection or ligation of esophageal varices,lactulose
CCS:68,RXNORM:7226,injection or ligation of esophageal varices,nadolol
CCS:68,RXNORM:7617,injection or ligation of esophageal varices,octreotide
CCS:68,RXNORM:9997,injection or ligation of esophageal varices,spironolactone
CCS:70,RXNORM:10156,"upper gastrointestinal endoscopy, biopsy",sucralfate
CCS:72,RXNORM:3319,"colostomy, temporary and permanent",diatrizoate
CCS:72,RXNORM:7299,"colostomy, temporary and permanent",neomycin
CCS:73,RXNORM:33290,ileostomy and other enterostomy,phenol
CCS:75,RXNORM:3319,small bowel resection,diatrizoate
CCS:75,RXNORM:33290,small bowel resection,phenol
CCS:75,RXNORM:3829,small bowel resection,enalaprilat
CCS:75,RXNORM:7299,small bowel resection,neomycin
CCS:76,RXNORM:1007809,colonoscopy and biopsy,magnesium sulfate / potassium sulfate / sodium sulfate
CCS:77,RXNORM:52582,proctoscopy and anorectal biopsy,mesalamine
CCS:77,RXNORM:7299,proctoscopy and anorectal biopsy,neomycin
CCS:78,RXNORM:3319,colorectal resection,diatrizoate
CCS:78,RXNORM:7299,colorectal resection,neomycin
CCS:8,RXNORM:860189,other non-or or closed therapeutic nervous system procedures,onabotulinumtoxinA
CCS:80,RXNORM:7299,appendectomy,neomycin
CCS:86,RXNORM:7299,other hernia repair,neomycin
CCS:88,RXNORM:35619,abdominal paracentesis,rifaximin
CCS:88,RXNORM:6218,abdominal paracentesis,lactulose
CCS:88,RXNORM:7226,abdominal paracentesis,nadolol
CCS:88,RXNORM:7617,abdominal paracentesis,octreotide
CCS:88,RXNORM:9997,abdominal paracentesis,spironolactone
CCS:89,RXNORM:1901,exploratory laparotomy,calcium chloride
CCS:89,RXNORM:1908,exploratory laparotomy,calcium gluconate
CCS:89,RXNORM:319864,exploratory laparotomy,cisatracurium
CCS:89,RXNORM:7299,exploratory laparotomy,neomycin
CCS:90,RXNORM:3319,"excision, lysis peritoneal adhesions",diatrizoate
CCS:90,RXNORM:33290,"excision, lysis peritoneal adhesions",phenol
CCS:90,RXNORM:7299,"excision, lysis peritoneal adhesions",neomycin
CCS:93,RXNORM:7617,other non-or upper gi therapeutic procedures,octreotide
CCS:96,RXNORM:7299,other or lower gi therapeutic procedures,neomycin
CCS:130,LOINC:LP104997-4,"other diagnostic procedures, female organs",Choriogonadotropin (pregnancy test)
CCS:130,LOINC:LP14413-6,"other diagnostic procedures, female organs",Trichomonas vaginalis
CCS:130,LOINC:LP39155-4,"other diagnostic procedures, female organs",Neisseria gonorrhoeae DNA
CCS:131,LOINC:LP39155-4,"other non-or therapeutic procedures, female organs",Neisseria gonorrhoeae DNA
CCS:179,LOINC:LP14040-7,ct scan abdomen,Cancer Ag 19-9
CCS:183,LOINC:LP14536-4,routine chest x-ray,Oxygen
CCS:183,LOINC:LP15429-1,routine chest x-ray,Base excess
CCS:183,LOINC:LP21258-6,routine chest x-ray,Oxygen saturation
CCS:183,LOINC:LP285215-2,routine chest x-ray,Carboxyhemoglobin/Hemoglobin.total
CCS:183,LOINC:LP286513-9,routine chest x-ray,Methemoglobin/Hemoglobin.total
CCS:189,LOINC:LP207644-8,contrast aortogram,Activated clotting time (ACT)
CCS:190,LOINC:LP207644-8,contrast arteriogram of femoral and lower extremity arteries,Activated clotting time (ACT)
CCS:191,LOINC:LP207644-8,arterio- or venogram (not heart and head),Activated clotting time (ACT)
CCS:193,LOINC:LP207644-8,diagnostic ultrasound of heart (echocardiogram),Activated clotting time (ACT)
CCS:194,LOINC:LP15355-8,diagnostic ultrasound of gastrointestinal tract,Amylase
CCS:196,LOINC:LP38316-3,diagnostic ultrasound of abdomen or retroperitoneum,Hepatitis A virus Ab
CCS:196,LOINC:LP38318-9,diagnostic ultrasound of abdomen or retroperitoneum,Hepatitis A virus IgM
CCS:196,LOINC:LP38345-2,diagnostic ultrasound of abdomen or retroperitoneum,Hepatitis D virus Ab
CCS:199,LOINC:LP14732-9,electroencephalogram (eeg),Phenytoin
CCS:199,LOINC:LP28566-5,electroencephalogram (eeg),levETIRAcetam
CCS:200,LOINC:LP14043-1,nonoperative urinary system measurements,Epithelial cells
CCS:200,LOINC:LP14270-0,nonoperative urinary system measurements,Nitrite
CCS:200,LOINC:LP15865-6,nonoperative urinary system measurements,Specific gravity
CCS:200,LOINC:LP70260-2,nonoperative urinary system measurements,Epithelial cells.squamous
CCS:201,LOINC:LP207644-8,cardiac stress tests,Activated clotting time (ACT)
CCS:202,LOINC:LP207644-8,electrocardiogram,Activated clotting time (ACT)
CCS:204,LOINC:LP14536-4,swan-ganz catheterization for monitoring,Oxygen
CCS:204,LOINC:LP15429-1,swan-ganz catheterization for monitoring,Base excess
CCS:204,LOINC:LP207644-8,swan-ganz catheterization for monitoring,Activated clotting time (ACT)
CCS:204,LOINC:LP21258-6,swan-ganz catheterization for monitoring,Oxygen saturation
CCS:205,LOINC:LP15429-1,arterial blood gases,Base excess
CCS:205,LOINC:LP285215-2,arterial blood gases,Carboxyhemoglobin/Hemoglobin.total
CCS:206,LOINC:LP14043-1,"microscopic examination (bacterial smear, culture, toxicology)",Epithelial cells
CCS:206,LOINC:LP14270-0,"microscopic examination (bacterial smear, culture, toxicology)",Nitrite
CCS:206,LOINC:LP15865-6,"microscopic examination (bacterial smear, culture, toxicology)",Specific gravity
CCS:206,LOINC:LP70260-2,"microscopic examination (bacterial smear, culture, toxicology)",Epithelial cells.squamous
CCS:216,LOINC:LP15429-1,respiratory intubation and mechanical ventilation,Base excess
CCS:216,LOINC:LP285215-2,respiratory intubation and mechanical ventilation,Carboxyhemoglobin/Hemoglobin.total
CCS:218,LOINC:LP14735-2,psychological and psychiatric evaluation and therapy,Tricyclic antidepressants
CCS:225,LOINC:LP14714-7,conversion of cardiac rhythm,Digoxin
CCS:34,LOINC:LP15429-1,"tracheostomy, temporary and permanent",Base excess
CCS:34,LOINC:LP285215-2,"tracheostomy, temporary and permanent",Carboxyhemoglobin/Hemoglobin.total
CCS:34,LOINC:LP286513-9,"tracheostomy, temporary and permanent",Methemoglobin/Hemoglobin.total
CCS:37,LOINC:LP15429-1,diagnostic bronchoscopy and biopsy of bronchus,Base excess
CCS:37,LOINC:LP285215-2,diagnostic bronchoscopy and biopsy of bronchus,Carboxyhemoglobin/Hemoglobin.total
CCS:39,LOINC:LP15429-1,"incision of pleura, thoracentesis, chest drainage",Base excess
CCS:4,LOINC:LP40161-9,diagnostic spinal tap,West Nile virus IgM
CCS:41,LOINC:LP15429-1,other non-or therapeutic procedures on respiratory system,Base excess
